year,state,county,hpsascore,hpsascore_quality
2020,20,185,11,1
2020,20,187,0,1
2020,20,189,9,1
2020,20,191,0,1
2020,20,193,0,1
2020,20,195,0,1
2020,20,197,11,1
2020,20,199,11,1
2020,20,201,0,1
2020,20,203,0,1
2020,20,205,0,1
2020,20,207,6,1
2020,20,209,0,1
2020,21,001,0,1
2020,21,003,0,1
2020,21,005,0,1
2020,21,007,0,1
2020,21,009,0,1
2020,21,011,0,1
2020,21,013,13,1
2020,21,015,0,1
2020,21,017,0,1
2020,21,019,0,1
2020,21,021,0,1
2020,21,023,12,1
2020,21,025,13,1
2020,21,027,0,1
2020,21,029,0,1
2020,21,031,15,1
2020,21,033,0,1
2020,21,035,0,1
2020,21,037,12,1
2020,21,039,10,1
2020,21,041,0,1
2020,21,043,0,1
2020,21,045,18,1
2020,21,047,0,1
2020,21,049,0,1
2020,21,051,16,1
2020,21,053,0,1
2020,21,055,10,1
2020,21,057,12,1
2020,21,059,0,1
2020,21,061,13,1
2020,21,063,19,1
2020,21,065,0,1
2020,21,067,0,1
2020,21,069,10,1
2020,21,071,0,1
2020,21,073,0,1
2020,21,075,13,1
2020,21,077,0,1
2020,21,079,0,1
2020,21,081,0,1
2020,21,083,0,1
2020,21,085,0,1
2020,21,087,12,1
2020,21,089,0,1
2020,21,091,17,1
2020,21,093,0,1
2020,21,095,18,1
2020,21,097,0,1
2020,21,099,10,1
2020,21,101,0,1
2020,21,103,0,1
2020,21,105,17,1
2020,21,107,0,1
2020,21,109,15,1
2020,21,111,12,1
2020,21,111,15,1
2020,21,113,0,1
2020,21,115,0,1
2020,21,117,0,1
2020,21,119,0,1
2020,21,121,11,1
2020,21,123,0,1
2020,21,125,0,1
2020,21,127,0,1
2020,21,129,0,1
2020,21,131,13,1
2020,21,133,0,1
2020,21,135,10,1
2020,21,137,16,1
2020,21,139,0,1
2020,21,141,0,1
2020,21,143,0,1
2020,21,145,12,1
2020,21,147,19,1
2020,21,149,18,1
2020,21,151,0,1
2020,21,153,0,1
2020,21,155,0,1
2020,21,157,8,1
2020,21,159,0,1
2020,21,161,0,1
2020,21,163,11,1
2020,21,165,17,1
2020,21,167,8,1
2020,21,169,17,1
2020,21,171,0,1
2020,21,173,0,1
2020,21,175,8,1
2020,21,177,0,1
2020,21,179,0,1
2020,21,181,14,1
2020,21,183,13,1
2020,21,185,0,1
2020,21,187,9,1
2020,21,189,0,1
2020,21,191,9,1
2020,21,193,0,1
2020,21,195,17,1
2020,21,197,0,1
2020,21,199,0,1
2020,21,201,0,1
2020,21,203,0,1
2020,21,205,0,1
2020,21,207,0,1
2020,21,209,0,1
2020,21,211,0,1
2020,21,213,9,1
2020,21,215,0,1
2020,21,217,0,1
2020,21,219,13,1
2020,21,221,12,1
2020,21,223,9,1
2020,21,225,15,1
2020,21,227,0,1
2020,21,229,12,1
2020,21,231,16,1
2020,21,233,0,1
2020,21,235,0,1
2020,21,237,13,1
2020,21,239,0,1
2020,22,001,0,1
2020,22,003,11,1
2020,22,005,12,1
2020,22,007,18,1
2020,22,009,19,1
2020,22,011,0,1
2020,22,013,17,1
2020,22,015,0,1
2020,22,017,0,1
2020,22,019,6,1
2020,22,019,16,1
2020,22,021,13,1
2020,22,023,15,1
2020,22,025,20,1
2020,22,027,16,1
2020,22,029,15,1
2020,22,031,20,1
2020,22,033,23,1
2020,22,033,14,1
2020,22,033,19,1
2020,22,035,0,1
2020,22,037,14,1
2020,22,039,0,1
2020,22,041,18,1
2020,22,043,13,1
2020,22,045,0,1
2020,22,047,14,1
2020,22,049,19,1
2020,22,051,14,1
2020,22,051,12,1
2020,22,051,13,1
2020,22,053,0,1
2020,22,055,0,1
2020,22,057,0,1
2020,22,059,0,1
2020,22,061,0,1
2020,22,063,10,1
2020,22,065,19,1
2020,22,067,0,1
2020,22,069,0,1
2020,22,071,0,1
2020,22,073,0,1
2020,22,075,9,1
2020,22,077,12,1
2020,22,079,0,1
2020,22,081,0,1
2020,22,083,0,1
2020,22,085,19,1
2020,22,087,12,1
2020,22,089,0,1
2020,22,091,15,1
2020,22,093,12,1
2020,22,095,0,1
2020,22,097,0,1
2020,22,099,16,1
2020,22,101,12,1
2020,22,103,11,1
2020,22,105,0,1
2020,22,107,20,1
2020,22,109,0,1
2020,22,111,18,1
2020,22,113,17,1
2020,22,115,12,1
2020,22,117,0,1
2020,22,119,14,1
2020,22,121,0,1
2020,22,123,9,1
2020,22,125,0,1
2020,22,127,15,1
2020,23,001,0,1
2020,23,003,9,1
2020,23,003,10,1
2020,23,003,12,1
2020,23,003,12,1
2020,23,005,0,1
2020,23,007,0,1
2020,23,009,0,1
2020,23,011,0,1
2020,23,013,11,1
2020,23,015,0,1
2020,23,017,14,1
2020,23,019,11,1
2020,23,019,14,1
2020,23,021,19,1
2020,23,023,0,1
2020,23,025,8,1
2020,23,027,0,1
2020,23,029,12,1
2020,23,029,16,1
2020,23,031,10,1
2020,24,001,0,1
2020,24,003,0,1
2020,24,005,0,1
2020,24,009,12,1
2020,24,011,0,1
2020,24,013,0,1
2020,24,015,0,1
2020,24,017,13,1
2020,24,019,0,1
2020,24,021,0,1
2020,24,023,0,1
2020,24,025,10,1
2020,24,027,0,1
2020,24,029,0,1
2020,24,031,0,1
2020,24,033,6,1
2020,24,033,12,1
2020,24,035,0,1
2020,24,037,8,1
2020,24,039,0,1
2020,24,041,0,1
2020,24,043,0,1
2020,24,045,0,1
2020,24,047,0,1
2020,24,510,14,1
2020,25,001,0,1
2020,25,003,5,1
2020,25,005,0,1
2020,25,007,12,1
2020,25,009,0,1
2020,25,011,0,1
2020,25,013,8,1
2020,25,015,0,1
2020,25,017,0,1
2020,25,019,13,1
2020,25,021,0,1
2020,25,023,0,1
2020,25,025,0,1
2020,25,027,11,1
2020,26,001,0,1
2020,26,003,0,1
2020,26,005,8,1
2020,26,007,0,1
2020,26,009,12,1
2020,26,011,0,1
2020,26,013,0,1
2020,26,015,9,1
2020,26,017,0,1
2020,26,019,0,1
2020,26,021,0,1
2020,26,023,0,1
2020,26,025,0,1
2020,26,027,0,1
2020,26,029,7,1
2020,26,031,0,1
2020,26,033,0,1
2020,26,035,11,1
2020,26,037,0,1
2020,26,039,0,1
2020,26,041,0,1
2020,26,043,0,1
2020,26,045,0,1
2020,26,047,0,1
2020,26,049,0,1
2020,26,051,13,1
2020,26,053,0,1
2020,26,055,0,1
2020,26,057,0,1
2020,26,059,7,1
2020,26,061,0,1
2020,26,063,0,1
2020,26,065,0,1
2020,26,067,0,1
2020,26,069,0,1
2020,26,071,0,1
2020,26,073,0,1
2020,26,075,0,1
2020,26,077,0,1
2020,26,079,0,1
2020,26,081,0,1
2020,26,083,0,1
2020,26,085,17,1
2020,26,087,0,1
2020,26,089,0,1
2020,26,091,0,1
2020,26,093,0,1
2020,26,095,0,1
2020,26,097,15,1
2020,26,099,0,1
2020,26,101,0,1
2020,26,103,14,1
2020,26,105,0,1
2020,26,107,0,1
2020,26,109,11,1
2020,26,111,0,1
2020,26,113,0,1
2020,26,115,0,1
2020,26,117,0,1
2020,26,119,0,1
2020,26,121,0,1
2020,26,123,0,1
2020,26,125,0,1
2020,26,127,17,1
2020,26,129,0,1
2020,26,131,0,1
2020,26,133,0,1
2020,26,135,19,1
2020,26,137,0,1
2020,26,139,0,1
2020,26,141,12,1
2020,26,143,0,1
2020,26,145,16,1
2020,26,147,0,1
2020,26,149,0,1
2020,26,151,0,1
2020,26,153,0,1
2020,26,155,0,1
2020,26,157,9,1
2020,26,159,11,1
2020,26,161,0,1
2020,26,163,16,1
2020,26,163,20,1
2020,26,163,17,1
2020,26,163,18,1
2020,26,163,19,1
2020,26,165,0,1
2020,27,001,0,1
2020,27,003,0,1
2020,27,005,0,1
2020,27,007,6,1
2020,27,009,0,1
2020,27,011,0,1
2020,27,013,0,1
2020,27,015,0,1
2020,27,017,0,1
2020,27,019,0,1
2020,27,021,0,1
2020,27,023,0,1
2020,27,025,0,1
2020,27,027,10,1
2020,27,029,14,1
2020,27,031,0,1
2020,27,033,8,1
2020,27,035,0,1
2020,27,037,0,1
2020,27,039,0,1
2020,27,041,0,1
2020,27,043,14,1
2020,27,045,10,1
2020,27,047,0,1
2020,27,049,0,1
2020,27,051,8,1
2020,27,053,0,1
2020,27,055,0,1
2020,27,057,0,1
2020,27,059,0,1
2020,27,061,0,1
2020,27,063,11,1
2020,27,065,6,1
2020,27,067,0,1
2020,27,069,15,1
2020,27,071,0,1
2020,27,073,0,1
2020,27,075,0,1
2020,27,077,13,1
2020,27,079,0,1
2020,27,081,9,1
2020,27,083,16,1
2020,27,085,0,1
2020,27,087,17,1
2020,27,089,15,1
2020,27,091,11,1
2020,27,093,0,1
2020,27,095,0,1
2020,27,097,0,1
2020,27,099,0,1
2020,27,101,15,1
2020,27,103,0,1
2020,27,105,0,1
2020,27,107,16,1
2020,27,109,0,1
2020,27,111,12,1
2020,27,113,0,1
2020,27,115,0,1
2020,27,117,0,1
2020,27,119,0,1
2020,27,121,6,1
2020,27,123,0,1
2020,27,125,0,1
2020,27,127,10,1
2020,27,129,16,1
2020,27,131,0,1
2020,27,133,0,1
2020,27,135,15,1
2020,27,135,9,1
2020,27,137,13,1
2020,27,137,11,1
2020,27,137,14,1
2020,27,139,0,1
2020,27,141,0,1
2020,27,143,14,1
2020,27,145,9,1
2020,27,147,0,1
2020,27,149,0,1
2020,27,151,0,1
2020,27,153,0,1
2020,27,155,0,1
2020,27,157,8,1
2020,27,159,12,1
2020,27,161,0,1
2020,27,163,0,1
2020,27,165,7,1
2020,27,167,0,1
2020,27,169,11,1
2020,27,171,0,1
2020,27,173,0,1
2020,28,001,0,1
2020,28,003,0,1
2020,28,005,19,1
2020,28,007,0,1
2020,28,009,22,1
2020,28,011,17,1
2020,28,013,19,1
2020,28,015,21,1
2020,28,017,18,1
2020,28,019,0,1
2020,28,021,22,1
2020,28,023,16,1
2020,28,025,14,1
2020,28,027,0,1
2020,28,029,18,1
2020,28,031,17,1
2020,28,033,0,1
2020,28,035,0,1
2020,28,037,0,1
2020,28,039,0,1
2020,28,041,17,1
2020,28,043,0,1
2020,28,045,9,1
2020,28,047,0,1
2020,28,049,0,1
2020,28,051,20,1
2020,28,053,24,1
2020,28,055,0,1
2020,28,057,0,1
2020,28,059,0,1
2020,28,061,19,1
2020,28,063,21,1
2020,28,065,23,1
2020,28,067,0,1
2020,28,069,22,1
2020,28,071,0,1
2020,28,073,14,1
2020,28,075,0,1
2020,28,077,18,1
2020,28,079,20,1
2020,28,081,0,1
2020,28,083,16,1
2020,28,085,0,1
2020,28,087,0,1
2020,28,089,0,1
2020,28,091,19,1
2020,28,093,15,1
2020,28,095,18,1
2020,28,097,22,1
2020,28,099,18,1
2020,28,101,19,1
2020,28,103,17,1
2020,28,105,0,1
2020,28,107,19,1
2020,28,109,12,1
2020,28,111,16,1
2020,28,113,16,1
2020,28,115,0,1
2020,28,117,12,1
2020,28,119,23,1
2020,28,121,0,1
2020,28,123,17,1
2020,28,125,21,1
2020,28,127,0,1
2020,28,129,20,1
2020,28,131,0,1
2020,28,133,17,1
2020,28,135,22,1
2020,28,137,13,1
2020,28,139,21,1
2020,28,141,9,1
2020,28,143,21,1
2020,28,145,0,1
2020,28,147,15,1
2020,28,149,0,1
2020,28,151,21,1
2020,28,153,13,1
2020,28,155,13,1
2020,28,157,15,1
2020,28,159,22,1
2020,28,161,17,1
2020,28,163,20,1
2020,29,001,0,1
2020,29,003,0,1
2020,29,005,0,1
2020,29,007,0,1
2020,29,009,0,1
2020,29,011,0,1
2020,29,013,0,1
2020,29,015,0,1
2020,29,017,0,1
2020,29,019,0,1
2020,29,021,0,1
2020,29,023,0,1
2020,29,025,0,1
2020,29,027,0,1
2020,29,029,0,1
2020,29,031,0,1
2020,29,033,0,1
2020,29,035,0,1
2020,29,037,0,1
2020,29,039,0,1
2020,29,041,10,1
2020,29,043,0,1
2020,29,045,0,1
2020,29,047,0,1
2020,29,049,0,1
2020,29,051,0,1
2020,29,053,0,1
2020,29,055,0,1
2020,29,057,0,1
2020,29,059,0,1
2020,29,061,12,1
2020,29,063,0,1
2020,29,065,0,1
2020,29,067,0,1
2020,29,069,0,1
2020,29,071,0,1
2020,29,073,0,1
2020,29,075,0,1
2020,29,077,0,1
2020,29,079,0,1
2020,29,081,0,1
2020,29,083,0,1
2020,29,085,16,1
2020,29,087,10,1
2020,29,089,0,1
2020,29,091,0,1
2020,29,093,14,1
2020,29,095,0,1
2020,29,097,0,1
2020,29,099,0,1
2020,29,101,0,1
2020,29,103,0,1
2020,29,105,0,1
2020,29,107,0,1
2020,29,109,0,1
2020,29,111,11,1
2020,29,113,0,1
2020,29,115,0,1
2020,29,117,0,1
2020,29,119,0,1
2020,29,121,0,1
2020,29,123,0,1
2020,29,125,0,1
2020,29,127,0,1
2020,29,129,12,1
2020,29,131,0,1
2020,29,133,0,1
2020,29,135,0,1
2020,29,137,0,1
2020,29,139,0,1
2020,29,141,0,1
2020,29,143,0,1
2020,29,145,0,1
2020,29,147,0,1
2020,29,149,0,1
2020,29,151,0,1
2020,29,153,0,1
2020,29,155,0,1
2020,29,157,0,1
2020,29,159,0,1
2020,29,161,0,1
2020,29,163,0,1
2020,29,165,0,1
2020,29,167,0,1
2020,29,169,0,1
2020,29,171,0,1
2020,29,173,0,1
2020,29,175,0,1
2020,29,177,0,1
2020,29,179,0,1
2020,29,181,0,1
2020,29,183,0,1
2020,29,185,0,1
2020,29,186,0,1
2020,29,187,0,1
2020,29,189,0,1
2020,29,195,0,1
2020,29,197,0,1
2020,29,199,0,1
2020,29,201,0,1
2020,29,203,0,1
2020,29,205,17,1
2020,29,207,0,1
2020,29,209,0,1
2020,29,211,0,1
2020,29,213,0,1
2020,29,215,0,1
2020,29,217,0,1
2020,29,219,0,1
2020,29,221,0,1
2020,29,223,0,1
2020,29,225,0,1
2020,29,227,0,1
2020,29,229,0,1
2020,29,510,0,1
2020,30,001,0,1
2020,30,003,0,1
2020,30,005,0,1
2020,30,007,0,1
2020,30,009,0,1
2020,30,011,9,1
2020,30,013,0,1
2020,30,015,19,1
2020,30,017,0,1
2020,30,019,9,1
2020,30,021,0,1
2020,30,023,0,1
2020,30,025,16,1
2020,30,027,0,1
2020,30,029,0,1
2020,30,031,0,1
2020,30,033,9,1
2020,30,035,0,1
2020,30,037,9,1
2020,30,039,18,1
2020,30,041,14,1
2020,30,043,11,1
2020,30,045,13,1
2020,30,047,0,1
2020,30,049,14,1
2020,30,049,16,1
2020,30,051,19,1
2020,30,053,0,1
2020,30,055,11,1
2020,30,057,0,1
2020,30,059,0,1
2020,30,061,17,1
2020,30,063,0,1
2020,30,065,17,1
2020,30,067,0,1
2020,30,069,7,1
2020,30,071,17,1
2020,30,073,0,1
2020,30,075,11,1
2020,30,077,0,1
2020,30,079,9,1
2020,30,081,0,1
2020,30,083,0,1
2020,30,085,0,1
2020,30,087,17,1
2020,30,089,0,1
2020,30,091,0,1
2020,30,093,0,1
2020,30,095,10,1
2020,30,097,7,1
2020,30,099,16,1
2020,30,101,0,1
2020,30,103,8,1
2020,30,105,0,1
2020,30,107,0,1
2020,30,109,0,1
2020,30,111,0,1
2020,31,001,0,1
2020,31,003,0,1
2020,31,005,0,1
2020,31,007,5,1
2020,31,009,8,1
2020,31,011,0,1
2020,31,013,0,1
2020,31,015,0,1
2020,31,017,0,1
2020,31,019,0,1
2020,31,021,0,1
2020,31,023,0,1
2020,31,025,0,1
2020,31,027,0,1
2020,31,029,0,1
2020,31,031,0,1
2020,31,033,0,1
2020,31,035,0,1
2020,31,037,0,1
2020,31,039,0,1
2020,31,041,0,1
2020,31,043,0,1
2020,31,045,0,1
2020,31,047,0,1
2020,31,049,0,1
2020,31,051,0,1
2020,31,053,0,1
2020,31,055,0,1
2020,31,057,0,1
2020,31,059,0,1
2020,31,061,0,1
2020,31,063,15,1
2020,31,065,0,1
2020,31,067,0,1
2020,31,069,9,1
2020,31,071,0,1
2020,31,073,0,1
2020,31,075,0,1
2020,31,077,0,1
2020,31,079,0,1
2020,31,081,0,1
2020,31,083,0,1
2020,31,085,9,1
2020,31,087,15,1
2020,31,089,0,1
2020,31,091,0,1
2020,31,093,0,1
2020,31,095,0,1
2020,31,097,0,1
2020,31,099,0,1
2020,31,101,13,1
2020,31,103,8,1
2020,31,105,0,1
2020,31,107,0,1
2020,31,109,0,1
2020,31,111,0,1
2020,31,113,5,1
2020,31,115,0,1
2020,31,117,0,1
2020,31,119,0,1
2020,31,121,0,1
2020,31,123,0,1
2020,31,125,0,1
2020,31,127,0,1
2020,31,129,0,1
2020,31,131,0,1
2020,31,133,0,1
2020,31,135,0,1
2020,31,137,0,1
2020,31,139,0,1
2020,31,141,0,1
2020,31,143,0,1
2020,31,145,0,1
2020,31,147,0,1
2020,31,149,0,1
2020,31,151,0,1
2020,31,153,0,1
2020,31,155,0,1
2020,31,157,0,1
2020,31,159,0,1
2020,31,161,0,1
2020,31,163,0,1
2020,31,165,0,1
2020,31,167,0,1
2020,31,169,0,1
2020,31,171,0,1
2020,31,173,0,1
2020,31,175,0,1
2020,31,177,0,1
2020,31,179,0,1
2020,31,181,0,1
2020,31,183,0,1
2020,31,185,0,1
2020,32,001,0,1
2020,32,003,7,1
2020,32,003,14,1
2020,32,003,16,1
2020,32,003,16,1
2020,32,005,17,1
2020,32,007,13,1
2020,32,007,16,1
2020,32,007,18,1
2020,32,009,11,1
2020,32,011,12,1
2020,32,013,0,1
2020,32,015,15,1
2020,32,017,16,1
2020,32,019,0,1
2020,32,021,15,1
2020,32,023,0,1
2020,32,027,0,1
2020,32,029,14,1
2020,32,031,9,1
2020,32,031,17,1
2020,32,033,0,1
2020,32,510,0,1
2020,33,001,0,1
2020,33,003,5,1
2020,33,005,0,1
2020,33,007,0,1
2020,33,009,0,1
2020,33,011,9,1
2020,33,013,0,1
2020,33,015,0,1
2020,33,017,0,1
2020,33,019,0,1
2020,34,001,0,1
2020,34,003,0,1
2020,34,005,0,1
2020,34,007,0,1
2020,34,009,0,1
2020,34,011,0,1
2020,34,013,0,1
2020,34,015,0,1
2020,34,017,0,1
2020,34,019,0,1
2020,34,021,0,1
2020,34,023,0,1
2020,34,025,0,1
2020,34,027,0,1
2020,34,029,0,1
2020,34,031,0,1
2020,34,033,0,1
2020,34,035,0,1
2020,34,037,0,1
2020,34,039,0,1
2020,34,041,0,1
2020,35,001,0,1
2020,35,003,21,1
2020,35,005,16,1
2020,35,006,17,1
2020,35,007,21,1
2020,35,009,0,1
2020,35,011,13,1
2020,35,013,18,1
2020,35,013,17,1
2020,35,015,0,1
2020,35,017,0,1
2020,35,019,19,1
2020,35,021,8,1
2020,35,023,18,1
2020,35,025,17,1
2020,35,027,14,1
2020,35,028,0,1
2020,35,029,0,1
2020,35,031,19,1
2020,35,033,19,1
2020,35,035,0,1
2020,35,037,19,1
2020,35,039,18,1
2020,35,041,16,1
2020,35,043,16,1
2020,35,043,20,1
2020,35,045,16,1
2020,35,047,0,1
2020,35,049,17,1
2020,35,051,16,1
2020,35,053,19,1
2020,35,055,0,1
2020,35,057,21,1
2020,35,059,15,1
2020,35,061,17,1
2020,36,001,0,1
2020,36,003,0,1
2020,36,005,0,1
2020,36,007,0,1
2020,36,009,8,1
2020,36,011,0,1
2020,36,013,0,1
2020,36,015,0,1
2020,36,017,0,1
2020,36,019,0,1
2020,36,021,0,1
2020,36,023,0,1
2020,36,025,9,1
2020,36,027,0,1
2020,36,029,12,1
2020,36,031,0,1
2020,36,033,0,1
2020,36,035,0,1
2020,36,037,0,1
2020,36,039,0,1
2020,36,041,11,1
2020,36,041,12,1
2020,36,043,0,1
2020,36,045,0,1
2020,36,047,0,1
2020,36,049,0,1
2020,36,051,0,1
2020,36,053,0,1
2020,36,055,0,1
2020,36,057,0,1
2020,36,059,0,1
2020,36,061,0,1
2020,36,063,15,1
2020,36,065,0,1
2020,36,067,0,1
2020,36,069,0,1
2020,36,071,0,1
2020,36,073,0,1
2020,36,075,0,1
2020,36,077,0,1
2020,36,079,0,1
2020,36,081,0,1
2020,36,083,0,1
2020,36,085,0,1
2020,36,087,0,1
2020,36,089,0,1
2020,36,091,0,1
2020,36,093,0,1
2020,36,095,0,1
2020,36,097,0,1
2020,36,099,0,1
2020,36,101,0,1
2020,36,103,0,1
2020,36,105,9,1
2020,36,107,0,1
2020,36,109,0,1
2020,36,111,0,1
2020,36,113,0,1
2020,36,115,0,1
2020,36,117,0,1
2020,36,119,0,1
2020,36,121,0,1
2020,36,123,0,1
2020,37,001,0,1
2020,37,003,0,1
2020,37,005,0,1
2020,37,007,17,1
2020,37,009,0,1
2020,37,011,0,1
2020,37,013,0,1
2020,37,015,0,1
2020,37,017,0,1
2020,37,019,0,1
2020,37,021,0,1
2020,37,023,0,1
2020,37,025,0,1
2020,37,027,0,1
2020,37,029,16,1
2020,37,031,0,1
2020,37,033,15,1
2020,37,035,0,1
2020,37,037,0,1
2020,37,039,0,1
2020,37,041,0,1
2020,37,043,0,1
2020,37,045,0,1
2020,37,047,0,1
2020,37,049,0,1
2020,37,051,0,1
2020,37,053,15,1
2020,37,055,11,1
2020,37,057,0,1
2020,37,059,0,1
2020,37,061,0,1
2020,37,063,0,1
2020,37,065,0,1
2020,37,067,0,1
2020,37,069,0,1
2020,37,071,0,1
2020,37,073,16,1
2020,37,075,15,1
2020,37,077,0,1
2020,37,079,0,1
2020,37,081,0,1
2020,37,083,13,1
2020,37,085,11,1
2020,37,087,0,1
2020,37,089,0,1
2020,37,091,0,1
2020,37,093,11,1
2020,37,095,13,1
2020,37,097,0,1
2020,37,099,0,1
2020,37,101,10,1
2020,37,103,0,1
2020,37,105,0,1
2020,37,107,0,1
2020,37,109,0,1
2020,37,111,0,1
2020,37,113,0,1
2020,37,115,0,1
2020,37,117,0,1
2020,37,119,0,1
2020,37,121,0,1
2020,37,123,17,1
2020,37,125,0,1
2020,37,127,0,1
2020,37,129,0,1
2020,37,131,17,1
2020,37,133,9,1
2020,37,135,0,1
2020,37,137,0,1
2020,37,139,0,1
2020,37,141,0,1
2020,37,143,0,1
2020,37,145,7,1
2020,37,147,0,1
2020,37,149,0,1
2020,37,151,0,1
2020,37,153,0,1
2020,37,155,16,1
2020,37,157,0,1
2020,37,159,0,1
2020,37,161,0,1
2020,37,163,0,1
2020,37,165,0,1
2020,37,167,0,1
2020,37,169,12,1
2020,37,171,0,1
2020,37,173,0,1
2020,37,175,0,1
2020,37,177,18,1
2020,37,179,0,1
2020,37,181,0,1
2020,37,183,0,1
2020,37,185,0,1
2020,37,187,14,1
2020,37,189,0,1
2020,37,191,0,1
2020,37,193,0,1
2020,37,195,9,1
2020,37,197,0,1
2020,37,199,0,1
2020,38,001,0,1
2020,38,003,11,1
2020,38,005,17,1
2020,38,007,5,1
2020,38,009,13,1
2020,38,011,9,1
2020,38,013,16,1
2020,38,015,0,1
2020,38,017,0,1
2020,38,019,15,1
2020,38,021,9,1
2020,38,023,13,1
2020,38,025,14,1
2020,38,027,0,1
2020,38,029,15,1
2020,38,031,14,1
2020,38,033,11,1
2020,38,035,0,1
2020,38,037,9,1
2020,38,039,13,1
2020,38,041,12,1
2020,38,043,14,1
2020,38,045,14,1
2020,38,047,11,1
2020,38,049,14,1
2020,38,051,15,1
2020,38,053,15,1
2020,38,055,15,1
2020,38,057,12,1
2020,38,059,13,1
2020,38,061,15,1
2020,38,063,13,1
2020,38,065,9,1
2020,38,067,13,1
2020,38,069,0,1
2020,38,071,0,1
2020,38,073,14,1
2020,38,075,13,1
2020,38,077,15,1
2020,38,079,20,1
2020,38,081,15,1
2020,38,083,10,1
2020,38,085,23,1
2020,38,087,7,1
2020,38,089,14,1
2020,38,091,11,1
2020,38,091,15,1
2020,38,093,8,1
2020,38,095,13,1
2020,38,097,0,1
2020,38,099,0,1
2020,38,101,11,1
2020,38,103,13,1
2020,38,105,9,1
2020,39,001,0,1
2020,39,003,20,1
2020,39,005,11,1
2020,39,007,8,1
2020,39,009,0,1
2020,39,011,4,1
2020,39,013,0,1
2020,39,015,7,1
2020,39,017,0,1
2020,39,019,13,1
2020,39,021,11,1
2020,39,023,18,1
2020,39,025,0,1
2020,39,027,0,1
2020,39,029,0,1
2020,39,031,0,1
2020,39,033,0,1
2020,39,035,17,1
2020,39,035,16,1
2020,39,035,19,1
2020,39,035,15,1
2020,39,035,17,1
