year,state,county,haz_idx,haz_idx_quality
2014,01,001,5.738374201973302,1
2014,01,003,37.74025783844565,1
2014,01,005,8.555035215162802,1
2014,01,007,11.901690725290248,1
2014,01,009,25.647133315985776,1
2014,01,011,5.955017301038063,1
2014,01,013,13.952199970764507,1
2014,01,015,15.323204137012954,1
2014,01,017,11.415798891202957,1
2014,01,019,22.985331387758237,1
2014,01,021,12.598958452296658,1
2014,01,023,19.656208474826517,1
2014,01,025,14.202992380877186,1
2014,01,027,19.125651758830873,1
2014,01,029,23.53302201467645,1
2014,01,031,14.605724874817648,1
2014,01,033,31.889559743810903,1
2014,01,035,12.78167115902965,1
2014,01,037,14.749533208855695,1
2014,01,039,16.491856075605185,1
2014,01,041,14.944683598794661,1
2014,01,043,23.07156493281103,1
2014,01,045,13.21396436926399,1
2014,01,047,9.516833165664552,1
2014,01,049,44.06947688324845,1
2014,01,051,7.553815316044372,1
2014,01,053,15.894117028547395,1
2014,01,055,18.041334537003245,1
2014,01,057,20.951642282155237,1
2014,01,059,36.08195685816253,1
2014,01,061,18.847106205250597,1
2014,01,063,13.242782450556945,1
2014,01,065,14.13389202884428,1
2014,01,067,15.24279096699479,1
2014,01,069,15.58981945886165,1
2014,01,071,47.86005055459141,1
2014,01,073,8.237214533554734,1
2014,01,075,24.842444631342865,1
2014,01,077,34.90050657469282,1
2014,01,079,35.267385843061916,1
2014,01,081,6.879423506326544,1
2014,01,083,33.693266947353926,1
2014,01,085,14.59598827624107,1
2014,01,087,4.701584979273348,1
2014,01,089,26.93053325913603,1
2014,01,091,13.701254331592562,1
2014,01,093,31.56546663609264,1
2014,01,095,34.24044580911805,1
2014,01,097,16.044541052301078,1
2014,01,099,21.45097516548936,1
2014,01,101,5.568503386497706,1
2014,01,103,23.415227485301976,1
2014,01,105,13.373321572086642,1
2014,01,107,18.615466911202812,1
2014,01,109,9.112084537572255,1
2014,01,111,20.04862700228833,1
2014,01,113,4.526237276237277,1
2014,01,115,16.03223762933765,1
2014,01,117,10.67252743975185,1
2014,01,119,18.131318394997393,1
2014,01,121,12.929303441773904,1
2014,01,123,11.204358881220486,1
2014,01,125,7.1279458398349025,1
2014,01,127,15.696289136246243,1
2014,01,129,16.141506681449496,1
2014,01,131,13.453241840415236,1
2014,01,133,29.624628957783642,1
2014,02,013,99,1
2014,02,016,99,1
2014,02,020,69.43892909604331,1
2014,02,050,99,1
2014,02,060,99,1
2014,02,068,99,1
2014,02,070,99,1
2014,02,090,95.12897834251251,1
2014,02,100,99,1
2014,02,105,99,1
2014,02,110,99,1
2014,02,122,99,1
2014,02,130,97.27434922491956,1
2014,02,150,99,1
2014,02,158,99,1
2014,02,164,99,1
2014,02,170,98.92351054420682,1
2014,02,180,99,1
2014,02,185,98.10012476606363,1
2014,02,188,90.97262773722628,1
2014,02,195,99,1
2014,02,198,99,1
2014,02,220,99,1
2014,02,230,99,1
2014,02,240,99,1
2014,02,261,99,1
2014,02,275,99,1
2014,02,282,99,1
2014,02,290,99,1
2014,04,001,97.84800809514569,1
2014,04,003,88.98074262080776,1
2014,04,005,92.55520295691997,1
2014,04,007,81.02355283422861,1
2014,04,009,78.22092680442765,1
2014,04,011,85.03045454545455,1
2014,04,012,45.0464419107529,1
2014,04,013,19.89020480514213,1
2014,04,015,63.58961784257366,1
2014,04,017,92.8347086678637,1
2014,04,019,43.2890114625875,1
2014,04,021,38.966544494566335,1
2014,04,023,81.45801058201059,1
2014,04,025,85.50598767367529,1
2014,04,027,32.740793137853494,1
2014,05,001,50.59636286517152,1
2014,05,003,35.55875355693427,1
2014,05,005,35.62302570831511,1
2014,05,007,50.25958789567132,1
2014,05,009,57.63523366246065,1
2014,05,011,29.24107458465889,1
2014,05,013,32.619635396885684,1
2014,05,015,70.67009339028452,1
2014,05,017,60.055357298285315,1
2014,05,019,21.274166666666666,1
2014,05,021,62.93182255890095,1
2014,05,023,42.030861086341254,1
2014,05,025,37.81307432825404,1
2014,05,027,24.33,1
2014,05,029,28.925194805194806,1
2014,05,031,52.76389041919167,1
2014,05,033,36.25678932470684,1
2014,05,035,42.04341066730447,1
2014,05,037,53.06433645922137,1
2014,05,039,33.0887603721398,1
2014,05,041,54.669179495318204,1
2014,05,043,41.82063619353114,1
2014,05,045,25.359563342501104,1
2014,05,047,35.110801781737194,1
2014,05,049,48.0530365035194,1
2014,05,051,31.251342919714062,1
2014,05,053,33.34839569223937,1
2014,05,055,50.99634628810798,1
2014,05,057,33.389357241625405,1
2014,05,059,25.026715148601134,1
2014,05,061,37.017099013518454,1
2014,05,063,43.468571118526356,1
2014,05,065,47.674308534240495,1
2014,05,067,51.21531612757805,1
2014,05,069,32.4966579599491,1
2014,05,071,34.93474467837618,1
2014,05,073,36.3686916520092,1
2014,05,075,51.319466293771484,1
2014,05,077,64.09388237612058,1
2014,05,079,48.89286473464182,1
2014,05,081,33.80656707127295,1
2014,05,083,40.1615527136337,1
2014,05,085,38.04120197381557,1
2014,05,087,71.79746432212029,1
2014,05,089,54.829684286923914,1
2014,05,091,28.48138365068792,1
2014,05,093,56.42456758841027,1
2014,05,095,55.88007638446849,1
2014,05,097,49.00742254733218,1
2014,05,099,30.80928241523037,1
2014,05,101,58.87344730045505,1
2014,05,103,26.9579088155462,1
2014,05,105,38.70570048309179,1
2014,05,107,60.48126828800307,1
2014,05,109,41.85992670063467,1
2014,05,111,61.79408021675766,1
2014,05,113,59.78136305857045,1
2014,05,115,28.83720707642733,1
2014,05,117,54.06053097345133,1
2014,05,119,23.874848232292052,1
2014,05,121,50.913060582218726,1
2014,05,123,56.67440850879097,1
2014,05,125,27.298101260162237,1
2014,05,127,53.230043541364296,1
2014,05,129,58.94400199104032,1
2014,05,131,26.482969377213113,1
2014,05,133,39.08376811594203,1
2014,05,135,45.85318689022609,1
2014,05,137,56.21251296783976,1
2014,05,139,12.268520779411046,1
2014,05,141,43.066530134581626,1
2014,05,143,50.58552191407759,1
2014,05,145,37.309064196742256,1
2014,05,147,56.35861291232027,1
2014,05,149,36.653642746421085,1
2014,06,001,51.178594607351464,1
2014,06,003,97,1
2014,06,005,35.16970316746952,1
2014,06,007,16.975038135554975,1
2014,06,009,41.90792725006122,1
2014,06,011,35.928538088125464,1
2014,06,013,39.154910324518696,1
2014,06,015,51.43992731418798,1
2014,06,017,33.11807235555066,1
2014,06,019,13.139273684609904,1
2014,06,021,28.744887397837182,1
2014,06,023,67.69633589370977,1
2014,06,025,17.180651429733487,1
2014,06,027,95.17750420304789,1
2014,06,029,23.632257237125902,1
2014,06,031,32.322478367131254,1
2014,06,033,58.87671510224423,1
2014,06,035,87.83145461086461,1
2014,06,037,14.004828957745191,1
2014,06,039,18.288195628788078,1
2014,06,041,81.62661116346446,1
2014,06,043,44.35991307255099,1
2014,06,045,57.168983700862896,1
2014,06,047,30.065670523567615,1
2014,06,049,86.02260310658811,1
2014,06,051,98.42267314873529,1
2014,06,053,47.91577612154558,1
2014,06,055,63.69439796629157,1
2014,06,057,23.806026002474493,1
2014,06,059,20.102729098077944,1
2014,06,061,13.756225139550452,1
2014,06,063,64.3988385357254,1
2014,06,065,43.22270379050853,1
2014,06,067,17.541856486726328,1
2014,06,069,71.7777035578681,1
2014,06,071,39.678964930967496,1
2014,06,073,34.97418306372035,1
2014,06,075,35.406395343227125,1
2014,06,077,30.2146451750945,1
2014,06,079,75.35218685262451,1
2014,06,081,74.44710929569621,1
2014,06,083,74.73411036831922,1
2014,06,085,44.89165108665491,1
2014,06,087,52.26416993821177,1
2014,06,089,19.052778400179253,1
2014,06,091,81,1
2014,06,093,32.05736427102867,1
2014,06,095,44.88077054437129,1
2014,06,097,68.73887228288497,1
2014,06,099,28.38089572565867,1
2014,06,101,13.28665046756498,1
2014,06,103,32.55628594905505,1
2014,06,105,51.664816870144286,1
2014,06,107,12.308462718462097,1
2014,06,109,47.0587704933115,1
2014,06,111,41.61052417473289,1
2014,06,113,32.45503080886747,1
2014,06,115,13.41833312801982,1
2014,08,001,48.404828862244834,1
2014,08,003,98.26739494755137,1
2014,08,005,64.46926011087946,1
2014,08,007,97.95268710847346,1
2014,08,009,99,1
2014,08,011,97,1
2014,08,013,82.72155482589804,1
2014,08,014,62.46617649550206,1
2014,08,015,99,1
2014,08,017,98,1
2014,08,019,99,1
2014,08,021,99,1
2014,08,023,99,1
2014,08,025,98,1
2014,08,027,99,1
2014,08,029,96.96978076239384,1
2014,08,031,34.08327219195395,1
2014,08,033,99,1
2014,08,035,85.95676697999293,1
2014,08,037,98.73870924511324,1
2014,08,039,98.40161393077086,1
2014,08,041,90.54703913694601,1
2014,08,043,98.45201476140703,1
2014,08,045,89.06201044386422,1
2014,08,047,99,1
2014,08,049,99,1
2014,08,051,99,1
2014,08,053,99,1
2014,08,055,99,1
2014,08,057,99,1
2014,08,059,63.785717424500426,1
2014,08,061,98,1
2014,08,063,98.1322334400394,1
2014,08,065,99,1
2014,08,067,96.3266409119455,1
2014,08,069,83.63874644789442,1
2014,08,071,98.31780377307459,1
2014,08,073,98.33559135847675,1
2014,08,075,96.25650327375686,1
2014,08,077,84.85699855602032,1
2014,08,079,99,1
2014,08,081,97.79256360078278,1
2014,08,083,98.37295162110368,1
2014,08,085,97.26635685459215,1
2014,08,087,93.90568767200621,1
2014,08,089,96.92117357845233,1
2014,08,091,99,1
2014,08,093,99,1
2014,08,095,98.31288483466362,1
2014,08,097,99,1
2014,08,099,96.39412573832834,1
2014,08,101,88.99688349496445,1
2014,08,103,97.80828016026116,1
2014,08,105,99,1
2014,08,107,98.91847362130784,1
2014,08,109,99,1
2014,08,111,99,1
2014,08,113,99,1
2014,08,115,98,1
2014,08,117,99,1
2014,08,119,98.68950905277576,1
2014,08,121,98.42794394478143,1
2014,08,123,44.99107769385738,1
2014,08,125,98,1
2014,09,001,67.76103894713744,1
2014,09,003,66.29860013773522,1
2014,09,005,87.11487026905974,1
2014,09,007,77.87899162709776,1
2014,09,009,72.25848869487041,1
2014,09,011,87.43316148005444,1
2014,09,013,82.17596600350737,1
2014,09,015,87.60036635628148,1
2014,10,001,73.02407494760475,1
2014,10,003,49.42148884483902,1
2014,10,005,84.80798774891159,1
2014,11,001,19.737467967734197,1
2014,12,001,28.41894430784997,1
2014,12,003,38.61821340133792,1
2014,12,005,43.11804287002567,1
2014,12,007,42.08119192799071,1
2014,12,009,62.406011393883304,1
2014,12,011,50.32238803174626,1
2014,12,013,26.73562120488504,1
2014,12,015,59.08617170596564,1
2014,12,017,44.58266736304384,1
2014,12,019,37.732336761294825,1
2014,12,021,64.53947989978295,1
2014,12,023,33.15227158523248,1
2014,12,027,38.47733218341239,1
2014,12,029,49.713081737621614,1
2014,12,031,30.577326142492193,1
2014,12,033,35.582057159017296,1
2014,12,035,61.92192669182441,1
2014,12,037,66.18167755242351,1
2014,12,039,17.50681745439027,1
2014,12,041,44.59151522303517,1
2014,12,043,46.786656557998484,1
2014,12,045,47.008998162347126,1
2014,12,047,37.34992395962948,1
2014,12,049,39.412864350793136,1
2014,12,051,43.22009906152242,1
2014,12,053,49.61864182471,1
2014,12,055,39.85171125879037,1
2014,12,057,32.910139192353014,1
2014,12,059,25.547439339445823,1
2014,12,061,68.31214607076456,1
2014,12,063,23.91943793911007,1
2014,12,065,19.303732124171606,1
2014,12,067,44.326040131504364,1
2014,12,069,42.305868660043934,1
2014,12,071,57.66188148015455,1
2014,12,073,13.1749026281499,1
2014,12,075,49.224180542726614,1
2014,12,077,28.045049385690195,1
2014,12,079,29.535791757049893,1
2014,12,081,57.69559611719867,1
2014,12,083,37.26042578359535,1
2014,12,085,65.15078378703444,1
2014,12,086,45.114013782358995,1
2014,12,087,96.08886022763535,1
2014,12,089,49.40027763688299,1
2014,12,091,35.94347140498667,1
2014,12,093,48.14653028072491,1
2014,12,095,29.066270857269497,1
2014,12,097,34.45131957616022,1
2014,12,099,64.02607289963608,1
2014,12,101,49.075112375593605,1
2014,12,103,53.60862458514859,1
2014,12,105,34.1787475924273,1
2014,12,107,43.74405323058846,1
2014,12,109,54.85794633287775,1
2014,12,111,64.5819999436596,1
2014,12,113,40.60311552072801,1
2014,12,115,58.96789716341383,1
2014,12,117,35.52963310076712,1
2014,12,119,35.79890654530027,1
2014,12,121,37.82946272232974,1
2014,12,123,42.73776994270604,1
2014,12,125,41.38589592344999,1
2014,12,127,49.06859780232113,1
2014,12,129,25.6955344188296,1
2014,12,131,41.99425814150568,1
2014,12,133,27.985847526358477,1
2014,13,001,38.81352803865154,1
2014,13,003,35.93395203085453,1
2014,13,005,40.16470167917113,1
2014,13,007,29.293836026331537,1
2014,13,009,19.57883717887207,1
2014,13,011,46.52372113337337,1
2014,13,013,24.22984775584496,1
2014,13,015,21.46839864643598,1
2014,13,017,34.76617085541688,1
2014,13,019,33.733382221989416,1
2014,13,021,13.910433723918912,1
2014,13,023,26.365396530359355,1
2014,13,025,47.40508043113253,1
2014,13,027,24.424901687174934,1
2014,13,029,40.21435451297188,1
2014,13,031,38.2771615234918,1
2014,13,033,33.58372233748271,1
2014,13,035,18.01090800630619,1
2014,13,037,27.382043060009163,1
2014,13,039,46.79155353270955,1
2014,13,043,38.08013748191028,1
2014,13,045,27.432762442791763,1
2014,13,047,24.61276268185667,1
2014,13,049,42.76591846083372,1
2014,13,051,41.50588260934316,1
2014,13,053,9.706905284484215,1
2014,13,055,34.786258044263064,1
2014,13,057,27.89110659559993,1
2014,13,059,23.13045512654473,1
2014,13,061,20,1
2014,13,063,11.399990916694737,1
2014,13,065,38.589198760513504,1
2014,13,067,14.48204451842239,1
2014,13,069,32.27212610892495,1
2014,13,071,27.482505925587667,1
2014,13,073,23.78033725691664,1
2014,13,075,27.742336322607116,1
2014,13,077,21.311378111232013,1
2014,13,079,22.841735800893428,1
2014,13,081,27.44114002478315,1
2014,13,083,48.486239641928265,1
2014,13,085,53.91844444444445,1
2014,13,087,23.98320488585139,1
2014,13,089,10.777437304241465,1
2014,13,091,28.628925813245964,1
2014,13,093,29.495118742643495,1
2014,13,095,19.360858451379272,1
2014,13,097,24.67948043869458,1
2014,13,099,23.59913712249109,1
2014,13,101,35.9019412643106,1
2014,13,103,35.148156428744436,1
2014,13,105,35.44465319386615,1
2014,13,107,35.091592978751486,1
2014,13,109,39.19884063305116,1
2014,13,111,71.03270988490183,1
2014,13,113,22.039034559436672,1
2014,13,115,20.99493478667859,1
2014,13,117,34.370854770381484,1
2014,13,119,37.10960954151739,1
2014,13,121,12.012587506592077,1
2014,13,123,66.98315811680321,1
2014,13,125,36,1
2014,13,127,57.26119080272311,1
2014,13,129,24.39352567096612,1
2014,13,131,19.95233567098538,1
2014,13,133,24.137924644842496,1
2014,13,135,19.409530561423885,1
2014,13,137,62.95583960131051,1
2014,13,139,38.635539990718655,1
2014,13,141,25.758487227689926,1
2014,13,143,32.03634072051255,1
2014,13,145,16.036694428224592,1
2014,13,147,38.17771392584429,1
2014,13,149,25.652047284563988,1
2014,13,151,16.480764723607994,1
2014,13,153,17.573601516254413,1
2014,13,155,37.500105462982496,1
2014,13,157,30.872127757352942,1
2014,13,159,18.933025573386093,1
2014,13,161,37.887277082778816,1
2014,13,163,34.9537271958439,1
2014,13,165,40.890038662724585,1
2014,13,167,32.344162436548224,1
2014,13,169,19.57266441997012,1
2014,13,171,24.388349514563107,1
2014,13,173,31.402085747392817,1
2014,13,175,24.71822686766053,1
2014,13,177,23.237840652664467,1
2014,13,179,40.785219184667156,1
2014,13,181,30.50294871794872,1
2014,13,183,42,1
2014,13,185,18.877065280184866,1
2014,13,187,65.12930108401966,1
2014,13,189,29.9533460093679,1
2014,13,191,59.5774061529777,1
2014,13,193,26.20959808881394,1
2014,13,195,32.05244829791771,1
2014,13,197,22.95989029825163,1
2014,13,199,25.508537837081274,1
2014,13,201,30.289180654811368,1
2014,13,205,26.852901833872707,1
2014,13,207,17.392451844109303,1
2014,13,209,34.336888888888886,1
2014,13,211,11.980689577969327,1
2014,13,213,47.02920133955754,1
2014,13,215,7.122367551589684,1
2014,13,217,11.199422677162252,1
2014,13,219,25.498060351209688,1
2014,13,221,32.02395372575706,1
2014,13,223,28.55850650911964,1
2014,13,225,19.058272670739292,1
2014,13,227,55.307445008460235,1
2014,13,229,40.695864262990455,1
2014,13,231,26.70910723303967,1
2014,13,233,28.750254545454546,1
2014,13,235,28.25442572479261,1
2014,13,237,21.047677376802035,1
2014,13,239,12,1
2014,13,241,81.72453433331285,1
2014,13,243,24.195520172716233,1
2014,13,245,20.327110373476973,1
2014,13,247,14.760329716193656,1
2014,13,249,27.41650178076771,1
2014,13,251,38.51880120439745,1
2014,13,253,26.729327578373468,1
2014,13,255,21.06549275951584,1
2014,13,257,50.74624140476283,1
2014,13,259,19.690847457627118,1
2014,13,261,22.22522324235945,1
2014,13,263,24.022141340612677,1
2014,13,265,28,1
2014,13,267,41.62020823473734,1
2014,13,269,24,1
2014,13,271,30.802582913963498,1
2014,13,273,23.835877042132417,1
2014,13,275,18.42375874633939,1
2014,13,277,25.816065420790256,1
2014,13,279,34.34955265473746,1
2014,13,281,79.5485473289597,1
2014,13,283,31.18006193776729,1
2014,13,285,16.08070201096892,1
2014,13,287,33.35649511247203,1
2014,13,289,23.540757083139805,1
2014,13,291,77.00830510833758,1
2014,13,293,23.7986582212061,1
2014,13,295,36.05960990576375,1
2014,13,297,20.537058727072548,1
2014,13,299,34.77608241681749,1
2014,13,301,29.512264486313544,1
2014,13,303,28.79732515219788,1
2014,13,305,38.582366589327144,1
2014,13,307,26.526967930029155,1
2014,13,309,31.47528996469995,1
2014,13,311,66.81079220120316,1
2014,13,313,22.58470697746577,1
2014,13,315,35.8001324357135,1
2014,13,317,31.830188679245282,1
2014,13,319,25.62993125330513,1
2014,13,321,28.744675871752868,1
2014,15,001,98.94476771815695,1
2014,15,003,93.20904592973137,1
2014,15,005,99,1
2014,15,007,99,1
2014,15,009,99,1
2014,16,001,33.95733544456907,1
2014,16,003,94.63178096212897,1
2014,16,005,93.13203587788091,1
2014,16,007,98.41390338326882,1
2014,16,009,79.52191496338398,1
2014,16,011,94.95004170507924,1
2014,16,013,98.52419013587851,1
2014,16,015,92,1
2014,16,017,60.45485219687523,1
2014,16,019,86.21841935090859,1
2014,16,021,81.4809685407686,1
2014,16,023,99,1
2014,16,025,99,1
2014,16,027,49.126949675715245,1
2014,16,029,90.75236984103836,1
2014,16,031,94.78917293233083,1
2014,16,033,98,1
2014,16,035,66.24883720930232,1
2014,16,037,99,1
2014,16,039,93.56856047667843,1
2014,16,041,97,1
2014,16,043,97.47850122850123,1
2014,16,045,82.79703562036816,1
2014,16,047,93.99639131290597,1
2014,16,049,70.58038614771682,1
2014,16,051,95.395830202855,1
2014,16,053,90.87533215234721,1
2014,16,055,42.41198181856384,1
2014,16,057,81.8559846271289,1
2014,16,059,98.27644353602453,1
2014,16,061,71.28283621140764,1
2014,16,063,97,1
2014,16,065,92.38237007999152,1
2014,16,067,92.9157545441038,1
2014,16,069,63.87592989534737,1
2014,16,071,97,1
2014,16,073,93.65054328776726,1
2014,16,075,73.30108570924178,1
2014,16,077,97,1
2014,16,079,85.75302874336843,1
2014,16,081,99,1
2014,16,083,93.06619538089265,1
2014,16,085,97,1
2014,16,087,90.58760429082241,1
2014,17,001,71.5571349813002,1
2014,17,003,63.13975194987853,1
2014,17,005,77.04587103750498,1
2014,17,007,69.83838533469124,1
2014,17,009,86,1
2014,17,011,81.24818835307471,1
2014,17,013,72.45002980329824,1
2014,17,015,86.35922007053969,1
2014,17,017,80.21428571428571,1
2014,17,019,69.78930435719393,1
2014,17,021,81.30867354351301,1
2014,17,023,81.55997536945813,1
2014,17,025,81.99210237659963,1
2014,17,027,72.62518444350759,1
2014,17,029,81.259677569658,1
2014,17,031,8.496965038691908,1
2014,17,033,70.655406093957,1
2014,17,035,83.71698630136986,1
2014,17,037,70.37265890830069,1
2014,17,039,83.36729238806876,1
2014,17,041,64.63039210751498,1
2014,17,043,15.637497638925616,1
2014,17,045,83.23823675086676,1
2014,17,047,77.51099147599821,1
2014,17,049,74.79005250875146,1
2014,17,051,81.57542761217731,1
2014,17,053,87.61433913418668,1
2014,17,055,63.89867752803339,1
2014,17,057,84.0450076469303,1
2014,17,059,74.33259790402647,1
2014,17,061,79.0341449148205,1
2014,17,063,67.62830606102884,1
2014,17,065,77.90120654641022,1
2014,17,067,86.40663547426627,1
2014,17,069,68.36275437766209,1
2014,17,071,88.3466214305909,1
2014,17,073,82.52347544522397,1
2014,17,075,87.7703949166439,1
2014,17,077,56.900989604989604,1
2014,17,079,82.38703665355146,1
2014,17,081,67.36863312325653,1
2014,17,083,65.31532679882203,1
2014,17,085,87.1460739287466,1
2014,17,087,70.07541501976284,1
2014,17,089,36.12102538160552,1
2014,17,091,53.57703981114996,1
2014,17,093,50.517158231382304,1
2014,17,095,80.84431902682708,1
2014,17,097,42.56907575692934,1
2014,17,099,62.166409341780685,1
2014,17,101,78.1885089082865,1
2014,17,103,79.68568429414435,1
2014,17,105,84.65212080257822,1
2014,17,107,81.05321662728392,1
2014,17,109,82.74524515252563,1
2014,17,111,59.48307501429091,1
2014,17,113,73.00480886362318,1
2014,17,115,64.65811732357307,1
2014,17,117,75.74926422325267,1
2014,17,119,39.03786337833147,1
2014,17,121,66.84720723498279,1
2014,17,123,84.90218361880022,1
2014,17,125,83.82018310154449,1
2014,17,127,58.531753366781096,1
2014,17,129,83.31734871227683,1
2014,17,131,87.75598617625278,1
2014,17,133,55.44577952236838,1
2014,17,135,80.76919973100202,1
2014,17,137,81.19179519165344,1
2014,17,139,84.87003222341568,1
2014,17,141,81.79184191580462,1
2014,17,143,60.28431011180735,1
2014,17,145,70.85368067531996,1
2014,17,147,84.33077573707105,1
2014,17,149,81.93930066486087,1
2014,17,151,68.65405777166437,1
2014,17,153,68.52203787497905,1
2014,17,155,81.0676844783715,1
2014,17,157,62.952555075398145,1
2014,17,159,80.19741080277502,1
2014,17,161,60.36115647369424,1
2014,17,163,39.89692081292029,1
2014,17,165,66.37678887280913,1
2014,17,167,66.97864774053357,1
2014,17,169,85.61953313657096,1
2014,17,171,83,1
2014,17,173,84.36388188692834,1
2014,17,175,89.54330842391305,1
2014,17,177,85.63445476377701,1
2014,17,179,71.17135244936411,1
2014,17,181,67.50124858115778,1
2014,17,183,78.34752949624256,1
2014,17,185,77.39138959931799,1
2014,17,187,87.11324786324786,1
2014,17,189,76.53713774351208,1
2014,17,191,79.64184759728153,1
2014,17,193,76.95168052787133,1
2014,17,195,75.56017683772538,1
2014,17,197,38.7841119001683,1
2014,17,199,59.68903424739552,1
2014,17,201,55.869018512050296,1
2014,17,203,83.7175413832927,1
2014,18,001,86.82384965105841,1
2014,18,003,70.22557965594615,1
2014,18,005,62.87375998372081,1
2014,18,007,90,1
2014,18,009,85.56440839694656,1
2014,18,011,74.5433615771529,1
2014,18,013,80.10614302772987,1
2014,18,015,87.00009966115208,1
2014,18,017,84.16883552801445,1
2014,18,019,37.89759562257156,1
2014,18,021,80.91917005634959,1
2014,18,023,83.43777851881045,1
2014,18,025,63.48994927672365,1
2014,18,027,75.2768690135589,1
2014,18,029,68.84091091492778,1
2014,18,031,80.09160539215686,1
2014,18,033,83.17490134921198,1
2014,18,035,77.78982638090616,1
2014,18,037,67.16276974152241,1
2014,18,039,71.22128954015155,1
2014,18,041,82.51266958881236,1
2014,18,043,36.67437790828704,1
2014,18,045,80.6280437595577,1
2014,18,047,81.06031331592689,1
2014,18,049,88.50847950382789,1
2014,18,051,73.90180432322991,1
2014,18,053,82.86980797253041,1
2014,18,055,81.79604584874765,1
2014,18,057,64.51483836229212,1
2014,18,059,72.35786368576308,1
2014,18,061,14.095088739290086,1
2014,18,063,66.4357153738649,1
2014,18,065,83.21071769557356,1
2014,18,067,72.32493909351858,1
2014,18,069,85.70653967910387,1
2014,18,071,63.411343242052546,1
2014,18,073,84.49645665759651,1
2014,18,075,85.06626251233611,1
2014,18,077,66.99417511634357,1
2014,18,079,75.38202884172483,1
2014,18,081,64.7991014611688,1
2014,18,083,75.61365600691444,1
2014,18,085,82.5754981360072,1
2014,18,087,88.28528297889245,1
2014,18,089,54.08661232104473,1
2014,18,091,79.44571536394922,1
2014,18,093,73.80339351751142,1
2014,18,095,77.5999556194907,1
2014,18,097,43.48986224840537,1
2014,18,099,82.89539037251234,1
2014,18,101,78.65805323489411,1
2014,18,103,86.78889377369896,1
2014,18,105,61.270827279749966,1
2014,18,107,83.24377340701359,1
2014,18,109,71.85268880781045,1
2014,18,111,85.62503536067892,1
2014,18,113,87.00684253742341,1
2014,18,115,71.53103902519348,1
2014,18,117,76.21223931970034,1
2014,18,119,80.71830589559589,1
2014,18,121,85.38761627906976,1
2014,18,123,57.87918980053465,1
2014,18,125,76.09966229482447,1
2014,18,127,71.5825870376736,1
2014,18,129,70.43282243282243,1
2014,18,131,89.94402132520945,1
2014,18,133,81.4448155216285,1
2014,18,135,86.2684779659703,1
2014,18,137,76.9596167966155,1
2014,18,139,82.43704438094127,1
2014,18,141,77.38578054519024,1
2014,18,143,67.01644557894296,1
2014,18,145,73.82234176645359,1
2014,18,147,67.72804288517685,1
2014,18,149,87.29291406418264,1
