year,state,county,haz_idx,haz_idx_quality
2014,18,151,87.14273179292191,1
2014,18,153,81.18306873321713,1
2014,18,155,70.40232071523683,1
2014,18,157,68.01629662896119,1
2014,18,159,85.75529066802652,1
2014,18,161,84,1
2014,18,163,50.84414270471093,1
2014,18,165,83.38233450351053,1
2014,18,167,66.95827791324909,1
2014,18,169,83.15776191062416,1
2014,18,171,86.58472865455408,1
2014,18,173,63.835772572599026,1
2014,18,175,66.47017882000215,1
2014,18,177,78.39607957870099,1
2014,18,179,86.6212317899899,1
2014,18,181,86.61482540330815,1
2014,18,183,85.25066802774191,1
2014,19,001,94.22537451942198,1
2014,19,003,93.85242570485141,1
2014,19,005,95.3553561334087,1
2014,19,007,90.70103496942136,1
2014,19,009,96,1
2014,19,011,91.56045568642595,1
2014,19,013,81.47595625516306,1
2014,19,015,90.62223657220999,1
2014,19,017,92.69658102201707,1
2014,19,019,93.24242134911921,1
2014,19,021,96.26862170087976,1
2014,19,023,94.06788721101162,1
2014,19,025,96,1
2014,19,027,95.51342865423631,1
2014,19,029,94.30509712282752,1
2014,19,031,89.30232179668005,1
2014,19,033,92.18859679227583,1
2014,19,035,96.08913370055083,1
2014,19,037,95.08248844188499,1
2014,19,039,88.01820336062042,1
2014,19,041,96.30607067351254,1
2014,19,043,94.46329608938548,1
2014,19,045,83.13328401454905,1
2014,19,047,94.7354423778898,1
2014,19,049,87.52111641062615,1
2014,19,051,90.55436394751854,1
2014,19,053,90.54405020516533,1
2014,19,055,93.86528615314597,1
2014,19,057,80.66819818701106,1
2014,19,059,96.1201635361735,1
2014,19,061,87.01541516928314,1
2014,19,063,96.04261025029797,1
2014,19,065,95.00057990624849,1
2014,19,067,95.02055345756206,1
2014,19,069,95.55552402572835,1
2014,19,071,90.66777777777777,1
2014,19,073,94.9671793760832,1
2014,19,075,94.65024590824801,1
2014,19,077,93.81221048730777,1
2014,19,079,89.32161687170475,1
2014,19,081,95.50747203579418,1
2014,19,083,94.65948523497644,1
2014,19,085,90.91219178082191,1
2014,19,087,88.87631826508887,1
2014,19,089,95.16570469094344,1
2014,19,091,95.42143664577125,1
2014,19,093,96.35187014820042,1
2014,19,095,91.43650404510909,1
2014,19,097,90.74236874236874,1
2014,19,099,89.24733760043578,1
2014,19,101,68.8792538884341,1
2014,19,103,79.73536936594495,1
2014,19,105,71.74547483864706,1
2014,19,107,91.23906958787762,1
2014,19,109,96.15520948719619,1
2014,19,111,79.65838771377138,1
2014,19,113,66.099429108488,1
2014,19,115,89.74639540026537,1
2014,19,117,91.27649402390438,1
2014,19,119,96.71121575342465,1
2014,19,121,91.85232580459403,1
2014,19,123,87.63483496877788,1
2014,19,125,88.4773327729074,1
2014,19,127,90.18080738966815,1
2014,19,129,88.78817074802623,1
2014,19,131,95.64696574832465,1
2014,19,133,91.83418952891026,1
2014,19,135,91.26025688988652,1
2014,19,137,92.91591620058773,1
2014,19,139,78.73908579695265,1
2014,19,141,96.64255979679673,1
2014,19,143,97,1
2014,19,145,91.96295354896105,1
2014,19,147,96.57303249487207,1
2014,19,149,95.29041326960922,1
2014,19,151,96.16339869281046,1
2014,19,153,77.25094577836886,1
2014,19,155,70.26289008405526,1
2014,19,157,92.16120436983746,1
2014,19,159,92.43329397874852,1
2014,19,161,96.53060421176934,1
2014,19,163,64.40777291748165,1
2014,19,165,94.5030746219046,1
2014,19,167,96.24158664370567,1
2014,19,169,87.94757393489161,1
2014,19,171,93.28073770491804,1
2014,19,173,93,1
2014,19,175,91.21594710849132,1
2014,19,177,90,1
2014,19,179,83.66553691464723,1
2014,19,181,88.63470610735688,1
2014,19,183,89.2231352140966,1
2014,19,185,91.98433829287393,1
2014,19,187,93.39140083959464,1
2014,19,189,94.92851103804603,1
2014,19,191,95.54540249081452,1
2014,19,193,89.30176220060173,1
2014,19,195,95.6833619664332,1
2014,19,197,93.16275851464596,1
2014,20,001,73.56297305479866,1
2014,20,003,76.73775433308214,1
2014,20,005,73.71655613311825,1
2014,20,007,77.33176806859943,1
2014,20,009,91.36777189291156,1
2014,20,011,69.32052571581842,1
2014,20,013,88.94932500503728,1
2014,20,015,66.29813278322993,1
2014,20,017,81,1
2014,20,019,69,1
2014,20,021,69.74885499787526,1
2014,20,023,98,1
2014,20,025,92,1
2014,20,027,88.39787234042554,1
2014,20,029,91.19279796048438,1
2014,20,031,81,1
2014,20,033,91,1
2014,20,035,71.48780420430374,1
2014,20,037,70.37581790869974,1
2014,20,039,97.33481989708405,1
2014,20,041,85.05442696400387,1
2014,20,043,83.91295546558705,1
2014,20,045,68.4264355382004,1
2014,20,047,93.49434464404524,1
2014,20,049,77,1
2014,20,051,91.63536255973405,1
2014,20,053,89.89399348129753,1
2014,20,055,91.80252837003692,1
2014,20,057,91.77537278927292,1
2014,20,059,75.79530850816754,1
2014,20,061,78.18103022656207,1
2014,20,063,96.39913854989231,1
2014,20,065,95.74404304381245,1
2014,20,067,92.19539205702648,1
2014,20,069,95,1
2014,20,071,98,1
2014,20,073,81.90839107005388,1
2014,20,075,96,1
2014,20,077,78.34270233660683,1
2014,20,079,76.78377446331581,1
2014,20,081,94,1
2014,20,083,95,1
2014,20,085,85,1
2014,20,087,82.09998943587577,1
2014,20,089,95.37058823529412,1
2014,20,091,58.109980804428375,1
2014,20,093,94,1
2014,20,095,84.45626598465473,1
2014,20,097,92,1
2014,20,099,72.07114252061248,1
2014,20,101,97,1
2014,20,103,70.9728912173208,1
2014,20,105,92,1
2014,20,107,74.87927965658047,1
2014,20,109,96,1
2014,20,111,72.91405550581916,1
2014,20,113,82.22205541149174,1
2014,20,115,86.31287799371019,1
2014,20,117,87.83678550089624,1
2014,20,119,93.24077407740774,1
2014,20,121,74.8763314512437,1
2014,20,123,91.91603415559773,1
2014,20,125,56.641292410843306,1
2014,20,127,83.23243801652893,1
2014,20,129,96,1
2014,20,131,88.36217442778216,1
2014,20,133,68.85941773536742,1
2014,20,135,96,1
2014,20,137,96,1
2014,20,139,80.06619239096814,1
2014,20,141,95,1
2014,20,143,90.63637860082305,1
2014,20,145,92.52852421324903,1
2014,20,147,94.78723021582734,1
2014,20,149,83.41328677589757,1
2014,20,151,88.62266857962697,1
2014,20,153,98,1
2014,20,155,81.67710944677141,1
2014,20,157,93.53368940016433,1
2014,20,159,89.35213930348259,1
2014,20,161,77.479201911974,1
2014,20,163,95.60185543100116,1
2014,20,165,94.3705772811918,1
2014,20,167,92.34214686018106,1
2014,20,169,79.68788199236464,1
2014,20,171,96,1
2014,20,173,37.757469411736686,1
2014,20,175,91.18229769715683,1
2014,20,177,70.0986954087346,1
2014,20,179,96.88661417322835,1
2014,20,181,97.17242513984863,1
2014,20,183,95.53664990738291,1
2014,20,185,92,1
2014,20,187,97,1
2014,20,189,93.2715877437326,1
2014,20,191,75.48449269873332,1
2014,20,193,95.72857682144205,1
2014,20,195,96,1
2014,20,197,82.66704577765141,1
2014,20,199,98,1
2014,20,201,92,1
2014,20,203,97,1
2014,20,205,60.554211615996515,1
2014,20,207,74.16512630930376,1
2014,20,209,51.66927119260532,1
2014,21,001,72.47945565363598,1
2014,21,003,67.8919827884663,1
2014,21,005,71.00752400295421,1
2014,21,007,64.64467005076142,1
2014,21,009,63.84795390129067,1
2014,21,011,74.61600673967986,1
2014,21,013,64.26669972373733,1
2014,21,015,47.424254246931646,1
2014,21,017,76.40566793510915,1
2014,21,019,39.34543682222493,1
2014,21,021,69.2356089193825,1
2014,21,023,80.12566497221894,1
2014,21,025,51.51240576740101,1
2014,21,027,66.05015939430166,1
2014,21,029,47.00859474590304,1
2014,21,031,64.37446276471047,1
2014,21,033,63.30846273291925,1
2014,21,035,52.814249229878094,1
2014,21,037,38.08667879212867,1
2014,21,039,70.13536076326774,1
2014,21,041,61.171925305859624,1
2014,21,043,64.12653522358687,1
2014,21,045,76.23553305836771,1
2014,21,047,54.53354392096243,1
2014,21,049,59.28456767603065,1
2014,21,051,47.1575118903292,1
2014,21,053,73.29062009419152,1
2014,21,055,67.57510265830992,1
2014,21,057,72.44457460828818,1
2014,21,059,54.47252409583022,1
2014,21,061,66.2532751091703,1
2014,21,063,71.87726513301632,1
2014,21,065,72.15027153364954,1
2014,21,067,54.08355749114043,1
2014,21,069,78.52726645984143,1
2014,21,071,25.31708752270576,1
2014,21,073,64.98392211517098,1
2014,21,075,62.87969465648855,1
2014,21,077,64.04255319148936,1
2014,21,079,74.74383886255924,1
2014,21,081,69.74180078647586,1
2014,21,083,57.02715548316467,1
2014,21,085,64.71886326829645,1
2014,21,087,74.44868585732165,1
2014,21,089,48.55172413793103,1
2014,21,091,64.44476542639242,1
2014,21,093,52.122642123367264,1
2014,21,095,68.73817144447537,1
2014,21,097,75.53650163600278,1
2014,21,099,65.75921202583166,1
2014,21,101,58.59434409621934,1
2014,21,103,69.24826602709535,1
2014,21,105,71,1
2014,21,107,62.46763345043269,1
2014,21,109,71.64786836200449,1
2014,21,111,27.810066734532292,1
2014,21,113,64.99153242878168,1
2014,21,115,47.69636596836255,1
2014,21,117,40.95075193774511,1
2014,21,119,37.25751285705434,1
2014,21,121,42.32137363844681,1
2014,21,123,66.410912431974,1
2014,21,125,52.529033341731754,1
2014,21,127,57.334574132492115,1
2014,21,129,67.30438744955084,1
2014,21,131,57.82108195542775,1
2014,21,133,59.28675151262257,1
2014,21,135,76.46533795493934,1
2014,21,137,77.04057687606942,1
2014,21,139,24.73472413427936,1
2014,21,141,57.7185963343764,1
2014,21,143,53.282828282828284,1
2014,21,145,37.16150736135479,1
2014,21,147,66.14413766391856,1
2014,21,149,67.9794952681388,1
2014,21,151,55.405638416096394,1
2014,21,153,52.53540838176812,1
2014,21,155,71.36694214876033,1
2014,21,157,23.847067866636774,1
2014,21,159,33.76094117647059,1
2014,21,161,74.8608460742614,1
2014,21,163,42.43957812553505,1
2014,21,165,76.83604229130503,1
2014,21,167,73.45150391816433,1
2014,21,169,72.44,1
2014,21,171,70.7274153363477,1
2014,21,173,67.19771708112515,1
2014,21,175,71.95170832717054,1
2014,21,177,64.31607785671052,1
2014,21,179,49.53848239707145,1
2014,21,181,78.29827293318233,1
2014,21,183,65.64568375354817,1
2014,21,185,56.91494223072062,1
2014,21,187,76.66545623836127,1
2014,21,189,61.580025608194624,1
2014,21,191,76.79210490370168,1
2014,21,193,40.53911751176533,1
2014,21,195,39.30183286735011,1
2014,21,197,73.54987253027406,1
2014,21,199,64.10939296118416,1
2014,21,201,83,1
2014,21,203,71.37418213969939,1
2014,21,205,70.79944645518415,1
2014,21,207,70.55491329479769,1
2014,21,209,63.891288872617814,1
2014,21,211,58.54789931392121,1
2014,21,213,49.42863654492621,1
2014,21,215,65.04121935817211,1
2014,21,217,60.04281894728441,1
2014,21,219,62.09288743099448,1
2014,21,221,61.71408559221125,1
2014,21,223,70.23979128856624,1
2014,21,225,69.4315429173249,1
2014,21,227,44.43938243050636,1
2014,21,229,74.88627748294162,1
2014,21,231,70.32014666152065,1
2014,21,233,68.85744016649323,1
2014,21,235,48.49022695952977,1
2014,21,237,68.49841880929465,1
2014,21,239,69.05041549043776,1
2014,22,001,36.82445873837275,1
2014,22,003,22.730606048810866,1
2014,22,005,1.1955248067813513,1
2014,22,007,18.091713422529132,1
2014,22,009,43.14318334775503,1
2014,22,011,14.771137389570468,1
2014,22,013,30.32983996601048,1
2014,22,015,22.69207172033662,1
2014,22,017,22.10764727291227,1
2014,22,019,3.1043638396864726,1
2014,22,021,38.56324940047961,1
2014,22,023,17.884254431699688,1
2014,22,025,48.13238586586197,1
2014,22,027,33.74073853838378,1
2014,22,029,48.24154495608715,1
2014,22,031,25.72411747256007,1
2014,22,033,2.117933354072832,1
2014,22,035,56.72744014732965,1
2014,22,037,21.11660989781607,1
2014,22,039,33.23198531588608,1
2014,22,041,48.848776943569874,1
2014,22,043,26.90175736707955,1
2014,22,045,26.55612666983115,1
2014,22,047,2.511131086142322,1
2014,22,049,28.411815544169393,1
2014,22,051,13.729138283378747,1
2014,22,053,40.71672170710021,1
2014,22,055,30.254563392015434,1
2014,22,057,20.40240654085463,1
2014,22,059,38.11711711711712,1
2014,22,061,25.615837266896683,1
2014,22,063,6.614853208232446,1
2014,22,065,37.63307794803465,1
2014,22,067,39.001903437168274,1
2014,22,069,26.77486724764349,1
2014,22,071,12.836343252993407,1
2014,22,073,24.460926683195414,1
2014,22,075,46.69666595880229,1
2014,22,077,25.88224117361142,1
2014,22,079,24.78142799869893,1
2014,22,081,30.44433255007273,1
2014,22,083,44.79002158791077,1
2014,22,085,37.75636168986247,1
2014,22,087,14.368244393637204,1
2014,22,089,0.17378744108256045,1
2014,22,091,20.505714546950717,1
2014,22,093,1.0560095491690387,1
2014,22,095,0,1
2014,22,097,33.179590028496854,1
2014,22,099,34.32552107983265,1
2014,22,101,40.38611854826714,1
2014,22,103,27.615151742600517,1
2014,22,105,14.936773413897281,1
2014,22,107,52.436301916932905,1
2014,22,109,28.932591582194405,1
2014,22,111,30.112540335057243,1
2014,22,113,31.413462847033205,1
2014,22,115,21.52535765649837,1
2014,22,117,23.09094022216039,1
2014,22,119,28.250036683785765,1
2014,22,121,2.2410153201626484,1
2014,22,123,56.658913383093214,1
2014,22,125,31.671488537294156,1
2014,22,127,27.9124,1
2014,23,001,86.46510654136038,1
2014,23,003,95.99879693714351,1
2014,23,005,83.0623630653664,1
2014,23,007,95.05593902319343,1
2014,23,009,95.20311097268281,1
2014,23,011,88.42753915412281,1
2014,23,013,95.25453307442059,1
2014,23,015,93.8566463183106,1
2014,23,017,93.92108420119268,1
2014,23,019,89.53028439011372,1
2014,23,021,94.18105494760002,1
2014,23,023,88.55860064953563,1
2014,23,025,91.63442293574437,1
2014,23,027,94.99401089862225,1
2014,23,029,97.1134981634102,1
2014,23,031,85.8325977459861,1
2014,24,001,83.86021141991998,1
2014,24,003,46.04337151465919,1
2014,24,005,48.973646235875364,1
2014,24,009,72.14847482543183,1
2014,24,011,80.28447144296224,1
2014,24,013,72.92893625409948,1
2014,24,015,70.25646591947192,1
2014,24,017,59.82802066772655,1
2014,24,019,78.23630956031153,1
2014,24,021,63.972238592619526,1
2014,24,023,93.5310736349975,1
2014,24,025,67.26607372524987,1
2014,24,027,43.515018261163036,1
2014,24,029,76.85206834532374,1
2014,24,031,35.848010172253744,1
2014,24,033,34.58236207621467,1
2014,24,035,74.0329073680299,1
2014,24,037,72.98126705509256,1
2014,24,039,82.24903614917739,1
2014,24,041,76.7364490420647,1
2014,24,043,55.641770698327214,1
2014,24,045,62.326103849525786,1
2014,24,047,88.75421854998254,1
2014,24,510,31.7112383511364,1
2014,25,001,95.32903279778033,1
2014,25,003,93.60191905523435,1
2014,25,005,82.10854073475906,1
2014,25,007,97.48950635530593,1
2014,25,009,70.98744248377663,1
2014,25,011,86.50415147265078,1
2014,25,013,61.66149423192774,1
2014,25,015,77.78822788284018,1
2014,25,017,59.007370284550525,1
2014,25,019,97.91309775302477,1
2014,25,021,65.64331927481474,1
2014,25,023,83.34412866534072,1
2014,25,025,35.48213731803061,1
2014,25,027,83.35915662292204,1
2014,26,001,97.22088767945951,1
2014,26,003,98.30012610340479,1
2014,26,005,88.22215987030802,1
2014,26,007,96.55488680664797,1
2014,26,009,96.24657651489215,1
2014,26,011,95.67437676689796,1
2014,26,013,98.0695652173913,1
2014,26,015,89.81333852166411,1
2014,26,017,88.31572557296823,1
2014,26,019,97.40830945558739,1
2014,26,021,84.30040002051388,1
2014,26,023,89.53406118503355,1
2014,26,025,84.85733629300776,1
2014,26,027,85.93588584834907,1
2014,26,029,96.76895306859205,1
2014,26,031,97.36586499360985,1
2014,26,033,92.82412527779213,1
2014,26,035,96.04713181316183,1
2014,26,037,88.00239281371357,1
2014,26,039,95.48030987734022,1
2014,26,041,96.4277842620993,1
2014,26,043,96.02164999808407,1
2014,26,045,86.61333629407574,1
2014,26,047,96.92409331146347,1
2014,26,049,83.90845184806547,1
2014,26,051,95.19598421813352,1
2014,26,053,97.67105099114823,1
2014,26,055,93.24037715916882,1
2014,26,057,93.37487219725611,1
2014,26,059,91.5502139060542,1
2014,26,061,98.58961866136802,1
2014,26,063,97.05162182936203,1
2014,26,065,82.51257777054239,1
2014,26,067,89.83656371139178,1
2014,26,069,96.9079752195734,1
2014,26,071,97.79078777442962,1
2014,26,073,91.76881400164525,1
2014,26,075,84.58532330375733,1
2014,26,077,81.54846784635305,1
2014,26,079,96.60980004650081,1
2014,26,081,66.32918955898866,1
2014,26,083,99,1
2014,26,085,96.43460764587525,1
2014,26,087,90.16316714877205,1
2014,26,089,97.09922259533558,1
2014,26,091,79.48550731938302,1
2014,26,093,82.1100925440894,1
2014,26,095,97.3367628992629,1
2014,26,097,97.9360108303249,1
2014,26,099,55.48402748506477,1
2014,26,101,96.7468323487472,1
2014,26,103,97.73618123935736,1
2014,26,105,95.30088834697789,1
2014,26,107,95.08559663165687,1
2014,26,109,92.52965852840003,1
2014,26,111,82.94775173403492,1
2014,26,113,96.45248898972375,1
2014,26,115,77.94899602919438,1
2014,26,117,92.32479459442312,1
2014,26,119,95.17462655165158,1
2014,26,121,86.53012934254762,1
2014,26,123,93.75821801105431,1
2014,26,125,70.44558231582948,1
2014,26,127,95.79331433998101,1
2014,26,129,95.6540027137042,1
2014,26,131,98.29218362282879,1
2014,26,133,95.97985167402581,1
2014,26,135,96,1
2014,26,137,95.77625797894387,1
2014,26,139,84.78414722289145,1
2014,26,141,96.92100853138331,1
2014,26,143,96.48978915537882,1
2014,26,145,87.6389921457363,1
2014,26,147,83.88397470933121,1
2014,26,149,87.09992130889538,1
2014,26,151,95.9828136450675,1
2014,26,153,98.31000599161175,1
2014,26,155,88.64375368424079,1
2014,26,157,93.65261428962496,1
2014,26,159,89.2323704164406,1
2014,26,161,77.06978438145532,1
2014,26,163,55.722472428575735,1
2014,26,165,95.13954555185174,1
2014,27,001,97.23365071410674,1
2014,27,003,42.079978353691175,1
2014,27,005,96.26074429043705,1
2014,27,007,94.20877177469272,1
2014,27,009,84.5455361723961,1
2014,27,011,90.29536679536679,1
2014,27,013,83.3567521631644,1
2014,27,015,81.91459256065535,1
2014,27,017,95.31270110076207,1
2014,27,019,82.47574618944508,1
2014,27,021,97.34702972034107,1
2014,27,023,92.23073150796894,1
2014,27,025,80.83326517714413,1
2014,27,027,86.05917110657438,1
2014,27,029,97.69582140812823,1
2014,27,031,99,1
2014,27,033,74.81380609797876,1
2014,27,035,96.73971383147854,1
2014,27,037,59.1792607534505,1
2014,27,039,92.91855181270374,1
2014,27,041,95.44442918737813,1
2014,27,043,93.85436283741369,1
2014,27,045,94.97524229920353,1
2014,27,047,93.39324611716182,1
2014,27,049,91.05464433701657,1
2014,27,051,97,1
2014,27,053,35.19213134801295,1
2014,27,055,92.53263693727133,1
2014,27,057,97.45740325567795,1
2014,27,059,88.37792615868028,1
2014,27,061,96.07489570227138,1
2014,27,063,89.64171539961013,1
2014,27,065,94.41096742103954,1
2014,27,067,95.00725493903015,1
2014,27,069,98,1
2014,27,071,97.02527020855534,1
2014,27,073,96.85259301014656,1
2014,27,075,97.42989528310629,1
2014,27,077,98,1
2014,27,079,91.79665909008912,1
2014,27,081,98,1
2014,27,083,96.28902969989115,1
2014,27,085,92.29296140661285,1
2014,27,087,98,1
2014,27,089,97.42669630570552,1
2014,27,091,93.85010967584694,1
2014,27,093,95.51777768177301,1
2014,27,095,94.18747827430381,1
2014,27,097,95.94832698009319,1
2014,27,099,90.76203194953194,1
2014,27,101,97.61705101327743,1
2014,27,103,85.26899128268991,1
2014,27,105,96.02654129417759,1
2014,27,107,98,1
2014,27,109,87.34697587345944,1
2014,27,111,96.81564693383493,1
2014,27,113,95.85556584288868,1
2014,27,115,94.87664837973217,1
2014,27,117,97.36951206548315,1
2014,27,119,94.90034777110338,1
2014,27,121,96.69322126804312,1
2014,27,123,20.067526114356422,1
2014,27,125,93.06460329157456,1
2014,27,127,93.00429455601869,1
2014,27,129,94.92502936186872,1
2014,27,131,86.31094109117834,1
2014,27,133,96.24700114738708,1
2014,27,135,97.75792859440334,1
2014,27,137,92.12456933731546,1
2014,27,139,79.07243448852577,1
2014,27,141,84.30038988526233,1
2014,27,143,91.66766030736619,1
2014,27,145,85.57899662554044,1
2014,27,147,90.56081377495065,1
2014,27,149,95.36243331965531,1
2014,27,151,95.66277858779421,1
2014,27,153,96.92650886611355,1
2014,27,155,92.95513748191027,1
2014,27,157,90.83607167791483,1
2014,27,159,97.29096989966555,1
2014,27,161,92.72384587232708,1
2014,27,163,55.893540841366146,1
2014,27,165,91.02340597255852,1
2014,27,167,95.48285322359396,1
2014,27,169,88.32225797016672,1
2014,27,171,86.96815976637934,1
2014,27,173,95.22378579106811,1
2014,28,001,42.46994314828047,1
2014,28,003,37.253601223208776,1
2014,28,005,32.82750636721463,1
2014,28,007,31.55706366885976,1
2014,28,009,40.3684824448851,1
2014,28,011,55.377521274402994,1
2014,28,013,33.92978909776969,1
2014,28,015,44.85793818391246,1
2014,28,017,29.926680478821364,1
2014,28,019,32.65424455292297,1
2014,28,021,39.04469987228608,1
2014,28,023,19.47652795444909,1
2014,28,025,20.07220534927011,1
2014,28,027,58.97543777177106,1
2014,28,029,25.27618161774838,1
2014,28,031,25.07571172095409,1
2014,28,033,34.47860657019475,1
2014,28,035,17.80570910857548,1
2014,28,037,33.408358509566966,1
2014,28,039,28.285540069686412,1
2014,28,041,26,1
2014,28,043,33.1556325023084,1
2014,28,045,46.61299184686281,1
2014,28,047,37.80516964345683,1
2014,28,049,17.045136464743226,1
2014,28,051,38.48684418665964,1
2014,28,053,55.42697122776192,1
2014,28,055,57,1
2014,28,057,31.544052957505873,1
2014,28,059,29.460426266459336,1
2014,28,061,14.781266854437586,1
2014,28,063,43.24011003405816,1
2014,28,065,29.175371900826445,1
2014,28,067,16.290978864265522,1
2014,28,069,23.131425800193988,1
2014,28,071,34.74026981852913,1
2014,28,073,23.294634549777733,1
2014,28,075,13.522445521486151,1
2014,28,077,25.58594491927825,1
2014,28,079,24.48078568983225,1
2014,28,081,22.01094717926893,1
2014,28,083,46.69013596877754,1
2014,28,085,25.4026533425224,1
2014,28,087,9.806498593812776,1
2014,28,089,20.511944596540324,1
2014,28,091,27.146924269348556,1
2014,28,093,42.128562070094986,1
2014,28,095,15.570651128274195,1
2014,28,097,35.6128455896182,1
2014,28,099,23.962663873496417,1
2014,28,101,21.77190715703013,1
2014,28,103,20.89172597864769,1
2014,28,105,20.769999383211005,1
2014,28,107,45.57779580954589,1
2014,28,109,26.222180022787693,1
2014,28,111,23.075741394890333,1
2014,28,113,22.917182720286505,1
2014,28,115,32.1617831039705,1
2014,28,117,38.219748993606444,1
2014,28,119,57.32903062515819,1
2014,28,121,19.575620519235926,1
2014,28,123,22.73142130545352,1
2014,28,125,56.04777460187832,1
2014,28,127,26.883391066545123,1
2014,28,129,21.271659324522762,1
2014,28,131,26.20818237556435,1
2014,28,133,58.85357067175249,1
2014,28,135,55.64209203914309,1
2014,28,137,44.63133382358091,1
2014,28,139,38.864243962118806,1
2014,28,141,37.55611304525906,1
2014,28,143,60.53746574695266,1
2014,28,145,33.39675334108077,1
2014,28,147,32.75961919873066,1
2014,28,149,34.12710442939678,1
2014,28,151,52.929793357048645,1
2014,28,153,23.149580321187717,1
2014,28,155,34.12116701399226,1
2014,28,157,36.615546883240164,1
2014,28,159,24.54983582247643,1
2014,28,161,40.96991876457814,1
2014,28,163,39.423422139905966,1
2014,29,001,86.3264565946494,1
2014,29,003,83.40908305992056,1
2014,29,005,88.24347826086957,1
2014,29,007,77.17736084565277,1
2014,29,009,66.6474594321908,1
2014,29,011,66.96402409246296,1
2014,29,013,74.84213349225269,1
2014,29,015,69.1696640472549,1
2014,29,017,66.7575439728901,1
2014,29,019,62.670097701286046,1
2014,29,021,73.40960060757683,1
2014,29,023,54.671648392578625,1
2014,29,025,86,1
2014,29,027,73.14621316008363,1
2014,29,029,64.28097007270986,1
2014,29,031,31.361127338344303,1
2014,29,033,84.13945615376215,1
2014,29,035,60.44007639662581,1
2014,29,037,72.50130059099652,1
2014,29,039,74.45665612420932,1
2014,29,041,84.87239549631164,1
2014,29,043,59.83566670006011,1
2014,29,045,87.33038137408941,1
2014,29,047,58.51874254333637,1
2014,29,049,81.67739109272328,1
2014,29,051,58.96219872818151,1
2014,29,053,68.0174011941996,1
2014,29,055,62.72301458670989,1
2014,29,057,71.16723104975254,1
2014,29,059,69.80122655122655,1
2014,29,061,86.80081691494473,1
2014,29,063,85.22894572676232,1
2014,29,065,69.48963714048848,1
2014,29,067,65.89591160220995,1
2014,29,069,61.59802379004343,1
2014,29,071,57.74813634664936,1
2014,29,073,74.84441188224324,1
2014,29,075,90,1
2014,29,077,48.47290108566685,1
2014,29,079,87.48059149722735,1
2014,29,081,87.60602615122228,1
2014,29,083,70.84679678322942,1
2014,29,085,72.29299363057325,1
2014,29,087,86.52566560170393,1
2014,29,089,79.58970833742512,1
2014,29,091,57.85215844226445,1
2014,29,093,72.46815042210284,1
2014,29,095,54.834758990042275,1
2014,29,097,54.52096652877022,1
2014,29,099,52.06265472120712,1
2014,29,101,76.58117262755434,1
2014,29,103,88.46444335458558,1
2014,29,105,55.78269187485933,1
2014,29,107,75.13257129033234,1
2014,29,109,50.58687934005117,1
