year,state,place,share_in_preschool,share_in_preschool_quality
2021,01,03076,0.5468936678614098,3
2021,01,07000,0.4347559813333863,2
2021,01,35896,0.3785435765798055,3
2021,01,37000,0.5632113017108173,2
2021,01,50000,0.44416610461501077,1
2021,01,51000,0.3793384188776087,1
2021,01,77256,0.4180693203544039,2
2021,02,03000,0.28838974511455806,1
2021,04,04720,0.06668442729827044,2
2021,04,07940,0.187976849049458,2
2021,04,12000,0.4668604246859501,1
2021,04,23620,0.3321666083304165,2
2021,04,27400,0.4337340726159702,1
2021,04,27820,0.20626212835582602,1
2021,04,28380,0.18916656719706915,2
2021,04,46000,0.3682472735283717,1
2021,04,54050,0.19070042618862995,2
2021,04,55000,0.2664776033319545,1
2021,04,65000,0.4204270370577611,2
2021,04,71510,0.5096212924192225,1
2021,04,73000,0.2993450558286425,1
2021,04,77000,0.3140409116936134,1
2021,04,85540,0.3475531229877656,2
2021,05,23290,0.25926903285393854,2
2021,05,24550,0.2957000635458589,3
2021,05,35710,0.4561479286352161,2
2021,05,41000,0.4983221356713956,1
2021,05,66080,0.26760918158951197,3
2021,06,00562,0.5655711594261675,2
2021,06,00884,0.4189494569022752,2
2021,06,02000,0.3386578135033906,1
2021,06,02252,0.3831028119390711,1
2021,06,02364,0.11864571883275653,2
2021,06,03526,0.12936261758682485,2
2021,06,04982,0.2579916622933438,2
2021,06,06000,0.6212297929523805,1
2021,06,08786,0.5433972533306588,3
2021,06,08954,0.48831027052683373,1
2021,06,11194,0.5916335391712177,1
2021,06,11530,0.14822360190711528,1
2021,06,13014,0.5348001796138303,1
2021,06,13210,0.35544949354063193,2
2021,06,13214,0.35280998055801555,2
2021,06,13392,0.5156676672162752,1
2021,06,13588,0.2652165001273303,1
2021,06,14218,0.4943635290630106,1
2021,06,15044,0.16626884502765404,2
2021,06,16000,0.5242317078114098,3
2021,06,16350,0.3253224499861881,2
2021,06,16532,0.6037148020136833,2
2021,06,17918,0.5693621823142707,2
2021,06,19766,0.1383336743626547,1
2021,06,21712,0.21832186994864342,2
2021,06,22020,0.3290176942755813,1
2021,06,22230,0.20065514833949893,1
2021,06,22804,0.18002814767268593,1
2021,06,23182,0.20439954740369676,1
2021,06,24638,0.3950581395348837,3
2021,06,24680,0.2006881628636034,1
2021,06,26000,0.5398655488776661,1
2021,06,27000,0.2420250402045891,1
2021,06,28000,0.34790403130225434,2
2021,06,29000,0.25368569191309803,1
2021,06,30000,0.38796939579031875,1
2021,06,32548,0.32909441300693965,2
2021,06,33000,0.2146380895349013,1
2021,06,33182,0.35251905933036576,2
2021,06,33434,0.11821206210776922,2
2021,06,36000,0.6170355755609223,1
2021,06,36448,0.07929363306920185,2
2021,06,36546,0.29730044274780376,1
2021,06,36770,0.45460659076950305,2
2021,06,37692,0.38887781542754635,2
2021,06,39496,0.30776179335755605,3
2021,06,39892,0.4786005807755794,2
2021,06,40130,0.33942257191517,1
2021,06,41992,0.6183310533515732,2
2021,06,43000,0.2525480277795438,1
2021,06,44000,0.4152753197155737,1
2021,06,45484,0.19276201925126396,3
2021,06,46842,0.19942081345373644,2
2021,06,46898,0.3436835088421001,2
2021,06,47766,0.3980608609604426,2
2021,06,48256,0.39102079954613095,1
2021,06,48354,0.2992471461337274,1
2021,06,49270,0.1501828638009143,1
2021,06,49670,0.5191382556624291,2
2021,06,50076,0.19131702107506365,2
2021,06,50258,0.3479333744602098,2
2021,06,51182,0.4882449052936147,3
2021,06,52526,0.29320469798657717,3
2021,06,53000,0.5728849501185463,1
2021,06,53322,0.3035453713627024,2
2021,06,53896,0.38986645853291635,1
2021,06,53980,0.5883935695982445,2
2021,06,54652,0.1989774464814913,1
2021,06,55156,0.20269643443076096,1
2021,06,56000,0.5009193800305137,1
2021,06,56700,0.27229652727619447,2
2021,06,57456,0.3373597301975589,2
2021,06,57792,0.6183310533515732,3
2021,06,58072,0.37577954569294003,1
2021,06,59444,0.2765627015659266,2
2021,06,59451,0.15903808465062852,1
2021,06,59920,0.17588695129284426,2
2021,06,60102,0.4892757086842261,2
2021,06,60466,0.25798496015661565,2
2021,06,60620,0.31028187040322125,2
2021,06,62000,0.2472091216979695,1
2021,06,62938,0.32471559791540144,1
2021,06,64000,0.3150536023346834,1
2021,06,64224,0.13998149005090238,1
2021,06,65000,0.18082326982359298,2
2021,06,65042,0.566383075375937,1
2021,06,66000,0.4237235285602267,1
2021,06,67000,0.5181411186756055,1
2021,06,68000,0.47281413035395986,1
2021,06,68084,0.562275862351708,2
2021,06,68196,0.31538704303580506,2
2021,06,68252,0.6106893389034085,2
2021,06,68378,0.5603170608156542,2
2021,06,69000,0.23683803305487175,1
2021,06,69070,0.4284657128761717,2
2021,06,69084,0.2095659993225494,2
2021,06,69088,0.4480340918366774,1
2021,06,69196,0.20307903868673519,2
2021,06,70000,0.7224345651226728,3
2021,06,70098,0.49855233687273787,1
2021,06,72016,0.4459057950777536,1
2021,06,73080,0.308447682607172,2
2021,06,75000,0.3244868761361932,1
2021,06,77000,0.5598933097043122,1
2021,06,78120,0.2065634071362661,1
2021,06,78582,0.2711924665035791,1
2021,06,80000,0.6511199820449572,1
2021,06,80238,0.19319353729804056,2
2021,06,80854,0.3142560657891207,3
2021,06,81344,0.2923566553260356,2
2021,06,81554,0.28594852023646866,2
2021,06,81666,0.482733748498995,1
2021,06,82590,0.1433175390301266,2
2021,06,82954,0.21541950113378686,3
2021,06,82996,0.19726609809689394,2
2021,06,84200,0.15676766583228122,2
2021,06,84550,0.4140512412989022,2
2021,06,85292,0.41463535376165495,2
2021,08,03455,0.4749609002562506,1
2021,08,04000,0.4328021353842699,1
2021,08,07850,0.6907541239348225,3
2021,08,12815,0.40695022731623176,2
2021,08,16000,0.3677521941577034,1
2021,08,20000,0.5509240805285595,1
2021,08,27425,0.41642200972898247,2
2021,08,32155,0.48613165680473375,2
2021,08,43000,0.5545006171929899,2
2021,08,45970,0.6668750000000001,2
2021,08,46465,0.6386908619572262,3
2021,08,62000,0.15559157212317667,2
2021,08,77290,0.31785667261300166,2
2021,08,83835,0.5828118181697812,2
2021,09,08000,0.5253703120075638,3
2021,09,18430,0.6317338828377981,3
2021,09,37000,0.3555724033358605,3
2021,09,52000,0.4971997510889857,3
2021,09,55990,0.618386044840215,2
2021,09,73000,0.5750426378624218,2
2021,09,80000,0.582170321845628,3
2021,11,50000,0.6796174936471847,1
2021,12,07300,0.860424528576334,1
2021,12,07875,0.3088419352365719,2
2021,12,10275,0.29397336125255047,1
2021,12,12875,0.4271643848740049,2
2021,12,14400,0.5998910955533232,1
2021,12,16475,0.5822315765527919,2
2021,12,16725,0.2215743440233236,3
2021,12,17200,0.39087301587301587,3
2021,12,17935,0.40449438202247195,3
2021,12,24000,0.5170655104643691,1
2021,12,24125,0.42913091327069103,2
2021,12,25175,0.0453605967084942,1
2021,12,30000,0.43401988613733467,1
2021,12,32000,0.5214151864318525,2
2021,12,32275,0.6163719001541825,2
2021,12,35000,0.44513285749675835,1
2021,12,36950,0.27925134913415933,2
2021,12,38250,0.2942698488701827,2
2021,12,39425,0.36301640892568665,2
2021,12,43975,0.4713145687299664,2
2021,12,45000,0.508751999212458,1
2021,12,45025,0.5602742747219637,2
2021,12,45060,0.43979706419803655,2
2021,12,45975,0.24722933709294342,2
2021,12,49675,0.5760303173851256,3
2021,12,53000,0.3808258083163077,2
2021,12,54000,0.2211810634605138,1
2021,12,54200,0.5148883374689825,3
2021,12,55775,0.3524496967730136,2
2021,12,57425,0.5261234555100418,2
2021,12,58050,0.3935166088156055,2
2021,12,58715,0.32635937033579726,1
2021,12,63000,0.6674370968830367,1
2021,12,69700,0.5271161961133837,2
2021,12,70600,0.5030780900078031,1
2021,12,71000,0.48562999256682693,1
2021,12,76600,0.5682625110157971,2
2021,13,03440,0.5599864819195675,3
2021,13,04000,0.5792524775906217,1
2021,13,04204,0.5423554102354798,1
2021,13,19000,0.25042854916627705,1
2021,13,42425,0.32588824759896357,2
2021,13,49008,0.4061938941397122,1
2021,13,67284,0.5366303240007194,2
2021,13,68516,0.5039754262914063,1
2021,13,69000,0.5165206989948068,2
2021,13,72122,0.4762643979180313,3
2021,13,80508,0.645321404662501,2
2021,15,71550,0.4591996078054591,1
2021,16,08830,0.3327359487379596,2
2021,16,52120,0.4631123037942748,2
2021,16,56260,0.4635226207810416,2
2021,17,02154,0.3718316414596631,3
2021,17,03012,0.3621154958202363,2
2021,17,06613,0.64847801578354,2
2021,17,12385,0.3064150943396226,2
2021,17,14000,0.45141741645218014,1
2021,17,14351,0.6217255467435712,3
2021,17,23074,0.391392826895717,2
2021,17,24582,0.4562885182898321,2
2021,17,38570,0.28661799532048177,2
2021,17,51622,0.4702856934740307,2
2021,17,59000,0.37922258213789917,2
2021,17,65000,0.2926581278081725,1
2021,17,68003,0.44916065166347513,2
2021,17,72000,0.25769787146104567,2
2021,17,79293,0.33099514171415956,2
2021,18,05860,0.6378421261404205,3
2021,18,10342,0.5041102858256927,2
2021,18,22000,0.4211764705882354,3
2021,18,23278,0.5110265096149248,2
2021,18,25000,0.42189827911474265,1
2021,18,31000,0.35634743875278396,3
2021,18,36003,0.34744637701510317,1
2021,18,71000,0.4271663842614519,1
2021,19,12000,0.5454975555906009,2
2021,19,19000,0.4377777777777777,2
2021,19,21000,0.4938307238937509,1
2021,19,73335,0.32513829133374306,2
2021,20,36000,0.5269853508095605,1
2021,20,38900,0.42369755647763946,3
2021,20,52575,0.43882873536856043,2
2021,20,53775,0.5297360924825192,2
2021,20,71000,0.48336459911171475,1
2021,20,79000,0.45211434749112117,2
2021,21,46027,0.3746977025392987,1
2021,21,48006,0.3962614698899864,2
2021,22,05000,0.2816295265862609,2
2021,22,40735,0.4544748394462224,2
2021,22,41155,0.6684458398744113,3
2021,22,55000,0.5242829390926751,1
2021,22,70000,0.5052378986002973,1
2021,24,04000,0.358056471723916,1
2021,24,30325,0.5089673400037757,2
2021,25,07000,0.6487983159837177,1
2021,25,09000,0.25660825660825665,3
2021,25,11000,0.7282551098673115,1
2021,25,23000,0.4351057619376337,1
2021,25,34550,0.33912072009921146,2
2021,25,37000,0.3729456384323641,3
2021,25,37490,0.4371131935945002,1
2021,25,45000,0.2937721173649885,1
2021,25,45560,0.7009168510907366,2
2021,25,55745,0.5736882716049383,3
2021,25,62535,0.613203919103603,3
2021,25,67000,0.29343489299963726,3
2021,25,82000,0.3171033629048896,1
2021,26,03000,0.613208554498864,1
2021,26,21000,0.4161309850430127,2
2021,26,22000,0.29093613910010324,1
2021,26,27440,0.6288275556027557,2
2021,26,29000,0.18723126327909756,3
2021,26,34000,0.4726292994185596,1
2021,26,46000,0.7208389454324597,1
2021,26,49000,0.45152979066022547,2
2021,26,69035,0.5803138302961585,2
2021,26,74900,0.6311219022893757,2
2021,26,76460,0.5603046974185357,3
2021,26,80700,0.5833842986618201,2
2021,26,84000,0.3089402830514325,3
2021,26,86000,0.12414204715010445,3
2021,26,88940,0.25363800016495414,2
2021,27,06616,0.45043436903495093,2
2021,27,07966,0.16619452313503305,3
2021,27,17000,0.5975901336248274,1
2021,27,43000,0.42388361123775997,1
2021,27,51730,0.7687558130168577,2
2021,27,54880,0.6013892599519102,3
2021,27,58000,0.2682129926018674,1
2021,27,71428,0.2750161523236833,2
2021,28,36000,0.4926825684880195,1
2021,29,15670,0.36148578543266235,3
2021,29,35000,0.36656169833584634,2
2021,29,38000,0.3127031751079594,1
2021,29,41348,0.5080831056607763,1
2021,29,54074,0.4988453347626323,3
2021,29,65000,0.42147121144689614,1
2021,29,70000,0.28976185984271513,2
2021,30,06550,0.5457438515232566,1
2021,31,28000,0.3393039678068903,1
2021,31,37000,0.46062265003035047,1
2021,32,31900,0.23932956028767832,1
2021,32,40000,0.294114040455606,1
2021,32,51800,0.22058590187323993,1
2021,32,60600,0.25323058485963496,1
2021,32,68400,0.314070294991087,2
2021,33,45140,0.37660017323455913,1
2021,33,50260,0.26796634289341675,2
2021,34,13690,0.27803889820593575,2
2021,34,21000,0.7020511562858335,1
2021,34,36000,0.543277146506597,1
2021,34,51000,0.5269221528762256,1
2021,34,57000,0.632270172096269,3
2021,34,74000,0.47840583595616337,2
2021,35,02000,0.3090490714823147,1
2021,35,39380,0.1054645692939859,3
2021,35,63460,0.24191516169676608,3
2021,35,70500,0.2686151704940849,3
2021,36,01000,0.41767068273092367,3
2021,36,11000,0.31514920103269695,1
2021,36,50617,0.6163384793289177,2
2021,36,51000,0.5156106227164136,1
2021,36,63000,0.3103837596069601,1
2021,36,73000,0.527682530983815,1
2021,36,84000,0.6390001520345117,1
2021,37,02140,0.12820296629070976,2
2021,37,10740,0.3577607873333262,2
2021,37,12000,0.37020694812778604,1
2021,37,14100,0.3773976597147439,2
2021,37,19000,0.4102447918406539,1
2021,37,22920,0.29573675109030595,1
2021,37,25580,0.678069426703326,2
2021,37,28000,0.44801193081743007,1
2021,37,28080,0.46735218508997434,3
2021,37,31400,0.3673698905984496,2
2021,37,55000,0.6043464073976561,1
2021,37,74440,0.19453898665486966,2
2021,37,75000,0.477630327594548,1
2021,38,25700,0.06718346253229975,3
2021,39,01000,0.29887569238163003,1
2021,39,15000,0.510995227668197,1
2021,39,16000,0.2643963771802134,1
2021,39,18000,0.3231371685998235,2
2021,39,21000,0.569473383040012,1
2021,39,61000,0.3972095443663135,2
2021,39,77000,0.20576207793969203,1
2021,40,09050,0.35687912450918813,2
2021,40,23200,0.47227488151658764,3
2021,40,41850,0.23762376237623764,3
2021,40,52500,0.4028373474100957,2
2021,40,55000,0.3793946284033471,2
2021,40,75000,0.4667596928322539,2
2021,41,05350,0.4271808911573597,2
2021,41,05800,0.5837133550488599,3
2021,41,23850,0.09740759749584457,2
2021,41,31250,0.1445511849990509,2
2021,41,34100,0.3180930035674896,1
2021,41,47000,0.2706994196439481,2
2021,41,59000,0.36970776196006017,1
2021,41,64900,0.18956620128411714,2
2021,42,02000,0.09182602624579382,1
2021,42,06088,0.3689604685212298,3
2021,42,24000,0.5650813516896119,3
2021,42,60000,0.33866816091561486,1
2021,42,61000,0.48104568900115374,1
2021,42,63624,0.22276323076066892,2
2021,42,69000,0.24751456976345562,3
2021,44,19180,0.49224501446141466,2
2021,44,54640,0.25833366253922335,2
2021,44,59000,0.2393166054113825,1
2021,44,74300,0.342847198050818,3
2021,45,13330,0.49081748740451814,2
2021,45,16000,0.3736839602432063,2
2021,45,48535,0.6230215827338129,2
2021,45,50875,0.20066709235120955,2
2021,46,59020,0.3805844324525675,1
2021,47,14000,0.3849411828780052,2
2021,47,15160,0.1738919247115968,2
2021,47,27740,0.38739443228026277,3
2021,47,40000,0.26359308506110873,1
2021,47,48000,0.30141770445156857,1
2021,47,51560,0.32564139723364377,2
2021,47,52006,0.27674254507508816,1
2021,48,01000,0.3966108945089865,1
2021,48,01924,0.2185920405900981,2
2021,48,03000,0.2704757857574231,1
2021,48,04000,0.24404938696695552,2
2021,48,05000,0.35642602483110014,1
2021,48,06128,0.35163679255302205,2
2021,48,07000,0.5321235317697411,1
2021,48,10768,0.44742419750348505,1
2021,48,10912,0.24145229566916313,2
2021,48,13024,0.41986230408892966,2
2021,48,13552,0.5259654249126391,3
2021,48,15976,0.24145229566916313,2
2021,48,16432,0.3042922137278099,3
2021,48,17000,0.4486279573455087,1
2021,48,19000,0.3293487771946693,1
2021,48,19972,0.47288023373826676,2
2021,48,22660,0.37771643089319235,2
2021,48,24000,0.290704484946209,1
2021,48,26232,0.3831815839976202,2
2021,48,27000,0.26941098330657753,2
2021,48,27684,0.37835686840613547,2
2021,48,29000,0.24513530051628551,2
2021,48,30464,0.27916144886892086,2
2021,48,35000,0.44038889955054683,1
2021,48,37000,0.30500588546071533,1
2021,48,39148,0.18628868761050005,1
2021,48,41464,0.11191619147273353,1
2021,48,41980,0.6009220782148974,2
2021,48,42508,0.1756017190403794,1
2021,48,43888,0.3566176146821308,2
2021,48,45000,0.4006956294258803,1
2021,48,45384,0.3212101747938655,1
2021,48,45744,0.422917361102152,1
2021,48,47892,0.2776607007204392,2
2021,48,48072,0.37969918303066186,1
2021,48,48768,0.16603410752764097,2
2021,48,50820,0.4514477425250673,2
2021,48,53388,0.5549475581793694,2
2021,48,56000,0.11757756713550867,1
2021,48,56348,0.4708845780288413,2
2021,48,57200,0.12903225806451613,3
2021,48,58016,0.41360001713378924,1
2021,48,61796,0.5104280832390239,2
2021,48,63500,0.43426283657887677,2
2021,48,64472,0.3337828725556305,3
2021,48,65000,0.3727692400444871,1
2021,48,70808,0.2955424674674486,2
2021,48,72176,0.24880763116057236,2
2021,48,74144,0.3275523095405782,1
2021,48,76000,0.5013939988446526,1
2021,48,79000,0.40096798212956064,1
2021,49,43660,0.26407294832826744,3
2021,49,44320,0.36001554461563823,3
2021,49,55980,0.5292137469722918,2
2021,49,57300,0.35817964523215623,2
2021,49,62470,0.20228653748476752,1
2021,49,65330,0.2195567144719687,3
2021,49,67000,0.4233076164029083,2
2021,49,67440,0.4032187490019205,2
2021,49,70850,0.42627794078770576,3
2021,49,82950,0.38298680349267583,3
2021,49,83470,0.3492266314601108,2
2021,51,01000,0.281018515832729,1
2021,51,16000,0.3078982790985044,1
2021,51,35000,0.2764658324614519,1
2021,51,47672,0.5622561501992335,2
2021,51,56000,0.2557918004270227,1
2021,51,57000,0.3146537541167441,1
2021,51,64000,0.2520069808027923,3
2021,51,67000,0.3318736435126038,1
2021,51,68000,0.5604297408332981,2
2021,51,76432,0.3081563073695253,2
2021,51,82000,0.3456878126217384,1
2021,53,03180,0.2684169987142337,2
2021,53,05210,0.47341220108749016,1
2021,53,05280,0.38095238095238093,2
2021,53,22640,0.27518660341944684,2
2021,53,23515,0.23821831807056018,2
2021,53,35275,0.3350689924498828,3
2021,53,35415,0.34061761121016726,1
2021,53,35940,0.4057704180181939,2
2021,53,53545,0.16083692457338203,2
2021,53,57745,0.29036393054684817,2
2021,53,63000,0.5658499791305422,1
2021,53,67000,0.37781079857380767,1
2021,53,67167,0.33838150340767303,2
2021,53,70000,0.34331166499147736,2
2021,53,74060,0.3843676170392261,1
2021,53,80010,0.2657056699895541,2
2021,55,02375,0.6699884529020076,3
2021,55,31000,0.3489521224055853,1
2021,55,39225,0.39499709133216987,3
2021,55,48000,0.6676320996300354,2
2021,55,53000,0.2590049706834895,1
2021,55,66000,0.29408047187697495,3
